,Округ,Район,Площадь,Площадь лог,Кол-во комнат,Этаж,Этажей в доме,Первый этаж,Последний этаж,Метро,Расстояние до метро (ед),Расстояние указано пешком,Расстояние указано на транспорте,Тип дома,Указан раздельный санузел,Несколько санузлов,Балкон указан,Окна,Окна во двор,Ремонт,Наличие ремонта,Возраст дома,Доля жилой площади,Доля куханной площади,Площадь кухни
840,ЮВАО,р-н Люблино,29.9,3.3978584803966405,СиА,6.0,17.0,False,False,Люблино,18,True,False,,False,False,True,Во двор,True,Без ремонта,False,1.0,0.5351170568561873,,
841,ЮВАО,р-н Выхино-Жулебино,32.0,3.4657359027997265,1,5.0,5.0,False,True,Выхино,22,True,False,Монолитный,False,False,True,На улицу,False,Косметический,True,53.0,0.58125,0.18125,5.8
842,НАО (Новомосковский),Сосенское поселение,34.0,3.5263605246161616,1,3.0,12.0,False,False,Коммунарка,14,True,False,,True,False,True,Во двор,True,Без ремонта,False,,0.5294117647058824,0.29411764705882354,10.0
843,НАО (Новомосковский),Коммунарка поселок,35.0,3.5553480614894135,1,2.0,9.0,False,False,Бунинская аллея,10,False,True,Монолитный,False,False,False,Во двор,True,Евроремонт,True,4.0,0.5,0.2457142857142857,8.6
844,СВАО,р-н Северное Медведково,32.9,3.493472657771326,1,2.0,9.0,False,False,Медведково,1,False,True,Панельный,False,False,False,,False,Косметический,True,51.0,0.5775075987841946,0.182370820668693,6.0
845,ЮВАО,р-н Печатники,35.0,3.5553480614894135,1,1.0,12.0,True,False,Печатники,10,False,True,Блочный,False,False,False,Во двор,True,Косметический,True,49.0,0.5428571428571428,0.2857142857142857,10.0
846,СВАО,р-н Ярославский,28.9,3.3638415951183864,СиА,4.0,5.0,False,False,Бабушкинская,35,True,False,Кирпичный,True,False,False,,False,Евроремонт,True,56.0,0.5951557093425606,0.20415224913494812,5.9
847,ЮВАО,р-н Люблино,29.0,3.367295829986474,СиА,6.0,17.0,False,False,Люблино,10,True,False,,False,False,True,Во двор,True,Без ремонта,False,1.0,0.5862068965517241,0.1724137931034483,5.0
848,ЗАО,р-н Очаково-Матвеевское,33.0,3.4965075614664802,1,1.0,9.0,True,False,Славянский бульвар,8,False,True,Панельный,False,False,False,,False,Без ремонта,False,52.0,0.6060606060606061,0.18181818181818182,6.0
849,ЮВАО,р-н Кузьминки,32.0,3.4657359027997265,1,5.0,5.0,False,True,Окская,7,True,False,Панельный,False,False,True,Во двор,True,Без ремонта,False,57.0,0.5625,0.1875,6.0
850,ВАО,р-н Гольяново,18.0,2.8903717578961645,СиА,16.0,27.0,False,False,Локомотив,20,True,False,Монолитно кирпичный,False,False,False,Во двор,True,,True,,0.5555555555555556,0.16666666666666666,3.0
851,ЮАО,р-н Бирюлево Восточное,35.0,3.5553480614894135,1,11.0,12.0,False,False,,,False,False,Блочный,True,False,True,,False,Косметический,True,45.0,,,
852,ЮАО,р-н Бирюлево Восточное,34.7,3.5467396869528134,1,7.0,12.0,False,False,Орехово,25,False,True,Панельный,False,False,False,Во двор,True,,True,44.0,0.5590778097982708,0.23054755043227665,8.0
853,ЮАО,р-н Бирюлево Западное,34.0,3.5263605246161616,1,6.0,9.0,False,False,Улица Академика Янгеля,10,False,True,Панельный,False,False,False,Во двор,True,Косметический,True,47.0,0.5588235294117647,0.19117647058823528,6.5
854,ЮАО,р-н Чертаново Северное,32.0,3.4657359027997265,1,1.0,9.0,True,False,Чертановская,3,False,True,Панельный,True,False,True,Во двор,True,Без ремонта,False,51.0,0.5625,0.209375,6.7
855,ЮВАО,р-н Печатники,35.0,3.5553480614894135,1,1.0,12.0,True,False,Депо,4,True,False,Блочный,True,False,False,Во двор,True,Косметический,True,49.0,0.5714285714285714,0.2857142857142857,10.0
856,НАО (Новомосковский),Сосенское поселение,32.0,3.4657359027997265,1,5.0,15.0,False,False,Бунинская аллея,1,False,True,,False,False,True,,False,Без ремонта,False,,,,
857,ВАО,р-н Гольяново,35.0,3.5553480614894135,1,9.0,9.0,False,True,Щелковская,9,False,True,Панельный,False,False,True,Во двор,True,Косметический,True,47.0,0.6,0.18571428571428572,6.5
858,ТАО (Троицкий),Троицк,32.3,3.475067230228611,1,10.0,12.0,False,False,Прокшино,20,False,True,Панельный,False,False,True,На улицу,False,Евроремонт,True,43.0,0.5263157894736843,0.18575851393188855,6.0
859,ВАО,р-н Восточное Измайлово,30.6,3.4210000089583352,СиА,1.0,5.0,True,False,Первомайская,15,True,False,Панельный,False,False,False,Во двор,True,,True,55.0,0.5882352941176471,0.19607843137254902,6.0
860,САО,р-н Дмитровский,34.8,3.5496173867804286,1,11.0,12.0,False,False,Селигерская,4,False,True,Блочный,False,False,True,На улицу,False,Косметический,True,53.0,0.5660919540229885,0.27873563218390807,9.7
861,ВАО,р-н Метрогородок,30.6,3.4210000089583352,СиА,4.0,5.0,False,False,Бульвар Рокоссовского,5,False,True,Кирпичный,False,False,True,Во двор,True,Косметический,True,57.0,0.5882352941176471,0.19607843137254902,6.0
862,ЮАО,р-н Бирюлево Западное,33.0,3.4965075614664802,1,3.0,12.0,False,False,Павелецкая,25,False,True,Панельный,True,False,True,,False,Косметический,True,46.0,,0.19999999999999998,6.6
863,ЗелАО,р-н Старое Крюково,34.2,3.5322256440685598,1,4.0,14.0,False,False,Речной вокзал,40,False,True,Монолитный,False,False,True,Во двор,True,Косметический,True,13.0,0.49707602339181284,0.327485380116959,11.2
864,ВАО,р-н Восточный,30.5,3.417726683613366,СиА,3.0,5.0,False,False,,,False,False,Кирпичный,False,False,True,Во двор,True,Евроремонт,True,53.0,0.6196721311475409,0.19672131147540983,6.0
865,СВАО,р-н Алтуфьевский,31.9,3.462606009790799,1,5.0,9.0,False,False,Бескудниково,3,True,False,Блочный,False,False,False,,False,Косметический,True,55.0,0.6269592476489029,0.15673981191222572,5.0
866,ВАО,р-н Измайлово,30.0,3.4011973816621555,СиА,5.0,5.0,False,True,Первомайская,4,True,False,,False,False,True,Во двор,True,Без ремонта,False,59.0,0.6,0.2,6.0
867,НАО (Новомосковский),Коммунарка поселок,22.8,3.126760535960395,СиА,9.0,11.0,False,False,Ольховая,7,False,True,,False,False,False,,False,Косметический,True,,0.6140350877192983,0.2631578947368421,6.0
868,ЮВАО,р-н Некрасовка,32.3,3.475067230228611,1,4.0,24.0,False,False,Некрасовка,1,False,True,,True,False,True,,False,Без ремонта,False,,,,
869,ЮАО,р-н Орехово-Борисово Южное,33.0,3.4965075614664802,1,4.0,9.0,False,False,Домодедовская,14,True,False,Панельный,False,False,False,,False,Косметический,True,46.0,0.5757575757575758,0.21212121212121213,7.0
870,СВАО,р-н Северное Медведково,33.0,3.4965075614664802,1,6.0,9.0,False,False,Медведково,10,True,False,Панельный,False,False,False,Во двор,True,Косметический,True,54.0,0.6060606060606061,0.21212121212121213,7.0
871,ЮАО,р-н Чертаново Южное,32.5,3.481240089335692,1,9.0,9.0,False,True,Улица Академика Янгеля,14,True,False,Панельный,False,False,False,Во двор,True,,True,49.0,0.5784615384615385,0.20307692307692307,6.6
872,ЮВАО,р-н Выхино-Жулебино,33.0,3.4965075614664802,1,2.0,9.0,False,False,Выхино,10,False,True,Панельный,True,False,False,Во двор,True,Косметический,True,51.0,0.5454545454545454,0.21212121212121213,7.0
873,ВАО,р-н Гольяново,31.0,3.4339872044851463,СиА,5.0,9.0,False,False,Щелковская,20,True,False,Кирпичный,False,False,True,Во двор,True,Косметический,True,52.0,0.5903225806451613,0.1935483870967742,6.0
874,ВАО,р-н Ивановское,32.8,3.490428515390098,1,5.0,9.0,False,False,Первомайская,5,False,True,Панельный,False,False,False,Во двор,True,Косметический,True,45.0,0.5792682926829269,0.2134146341463415,7.0
875,ЮВАО,р-н Кузьминки,30.0,3.4011973816621555,СиА,1.0,9.0,True,False,Рязанский проспект,15,True,False,Кирпичный,False,False,False,Во двор,True,Евроремонт,True,52.0,0.5966666666666666,0.2,6.0
876,САО,р-н Западное Дегунино,35.0,3.5553480614894135,1,10.0,12.0,False,False,Селигерская,10,False,True,Панельный,False,False,True,Во двор,True,Косметический,True,59.0,0.5714285714285714,0.2857142857142857,10.0
877,ВАО,р-н Восточное Измайлово,35.0,3.5553480614894135,1,1.0,12.0,True,False,Первомайская,7,False,True,Блочный,False,False,False,Во двор,True,Косметический,True,54.0,0.5428571428571428,0.2857142857142857,10.0
878,ВАО,р-н Гольяново,19.0,2.9444389791664403,СиА,16.0,39.0,False,False,Черкизовская,11,False,True,,True,False,True,,False,Без ремонта,False,,,,
879,ВАО,р-н Вешняки,33.5,3.5115454388310208,1,2.0,9.0,False,False,Выхино,15,True,False,Панельный,False,False,False,Во двор,True,Косметический,True,50.0,0.5373134328358209,0.208955223880597,7.0
880,ЮАО,р-н Орехово-Борисово Южное,35.0,3.5553480614894135,1,4.0,9.0,False,False,Красногвардейская,20,True,False,Панельный,False,False,True,Во двор,True,Косметический,True,41.0,0.5714285714285714,0.17142857142857143,6.0
881,НАО (Новомосковский),Коммунарка поселок,31.5,3.449987545831587,1,10.0,17.0,False,False,Коммунарка,10,False,True,Монолитный,True,False,True,Во двор,True,Евроремонт,True,9.0,0.31746031746031744,0.4126984126984127,13.0
882,ЮВАО,р-н Печатники,35.0,3.5553480614894135,1,1.0,12.0,True,False,Братиславская,1,False,True,Блочный,True,False,False,,False,Косметический,True,49.0,0.5714285714285714,0.2857142857142857,10.0
883,ЮАО,р-н Бирюлево Восточное,34.2,3.5322256440685598,1,19.0,45.0,False,False,Царицыно,7,False,True,Блочный,False,False,True,Во двор,True,Косметический,True,7.0,0.6900584795321637,0.2076023391812865,7.1
884,НАО (Новомосковский),Коммунарка поселок,26.2,3.265759410767051,СиА,18.0,25.0,False,False,Коммунарка,10,True,False,Монолитно кирпичный,False,False,False,Во двор,True,Дизайнерский,True,,0.3816793893129771,0.3435114503816794,9.0
885,ЮАО,р-н Орехово-Борисово Северное,32.2,3.4719664525503626,1,6.0,9.0,False,False,Красногвардейская,15,True,False,Панельный,False,False,False,Во двор,True,Косметический,True,47.0,0.5807453416149068,0.20186335403726707,6.5
886,ЮАО,р-н Бирюлево Восточное,32.5,3.481240089335692,1,5.0,9.0,False,False,Покровское,8,False,True,Блочный,False,False,False,На улицу,False,Евроремонт,True,49.0,0.5846153846153846,0.20307692307692307,6.6
887,СВАО,р-н Отрадное,21.5,3.068052935133617,СиА,16.0,23.0,False,False,Отрадное,20,True,False,Монолитный,False,False,False,Во двор,True,Евроремонт,True,,0.46511627906976744,0.23255813953488372,5.0
888,САО,р-н Западное Дегунино,35.0,3.5553480614894135,1,16.0,16.0,False,True,Беломорская,9,True,False,Панельный,False,False,True,Во двор,True,Без ремонта,False,38.0,0.5542857142857143,0.2,7.0
889,ВАО,р-н Гольяново,30.0,3.4011973816621555,СиА,6.0,9.0,False,False,Первомайская,15,True,False,Кирпичный,False,False,True,Во двор,True,Косметический,True,51.0,0.5966666666666666,0.19666666666666668,5.9
890,ВАО,р-н Преображенское,25.4,3.2347491740244907,СиА,1.0,9.0,True,False,Локомотив,3,False,True,Кирпичный,False,False,False,Во двор,True,Косметический,True,49.0,0.43700787401574803,0.23228346456692917,5.9
891,ВАО,р-н Вешняки,33.1,3.4995332823830174,1,6.0,9.0,False,False,Новогиреево,7,False,True,Панельный,True,False,False,Во двор,True,Косметический,True,48.0,0.5740181268882175,0.19637462235649547,6.5
892,ЮАО,р-н Нагорный,30.5,3.417726683613366,СиА,1.0,9.0,True,False,Варшавская,9,True,False,Монолитный,False,False,False,На улицу,False,Косметический,True,56.0,0.6754098360655738,0.18032786885245902,5.5
893,ЮВАО,р-н Рязанский,33.0,3.4965075614664802,1,6.0,9.0,False,False,Рязанский проспект,1,False,True,Панельный,True,False,True,,False,Косметический,True,63.0,,0.2727272727272727,9.0
894,СВАО,р-н Ярославский,31.0,3.4339872044851463,СиА,5.0,5.0,False,True,Бабушкинская,10,False,True,Кирпичный,False,False,True,Во двор,True,Косметический,True,60.0,0.5806451612903226,0.1935483870967742,6.0
895,ЮВАО,р-н Кузьминки,32.0,3.4657359027997265,1,2.0,5.0,False,False,Кузьминки,8,True,False,Панельный,False,False,True,Во двор,True,Косметический,True,58.0,0.5625,0.21875,7.0
896,НАО (Новомосковский),Сосенское поселение,23.0,3.1354942159291497,СиА,7.0,15.0,False,False,Коммунарка,5,True,False,Монолитный,False,False,False,,False,Евроремонт,True,,0.6956521739130435,,
897,СВАО,р-н Ярославский,30.0,3.4011973816621555,СиА,5.0,5.0,False,True,Бабушкинская,15,False,True,Кирпичный,False,False,True,,False,Евроремонт,True,60.0,0.62,0.17666666666666667,5.3
898,ВАО,р-н Вешняки,33.0,3.4965075614664802,1,2.0,9.0,False,False,Выхино,15,True,False,Панельный,False,False,False,Во двор,True,Без ремонта,False,48.0,0.5757575757575758,0.21212121212121213,7.0
899,ВАО,р-н Восточное Измайлово,32.0,3.4657359027997265,1,4.0,5.0,False,False,Первомайская,22,True,False,Панельный,False,False,True,Во двор,True,,True,54.0,0.625,0.15625,5.0
900,ЮАО,р-н Царицыно,35.0,3.5553480614894135,1,1.0,12.0,True,False,Кантемировская,5,False,True,Блочный,True,False,False,,False,Косметический,True,51.0,0.5142857142857142,0.22857142857142856,8.0
901,НАО (Новомосковский),Сосенское поселение,34.2,3.5322256440685598,1,2.0,15.0,False,False,Коммунарка,1,False,True,,True,False,True,,False,Без ремонта,False,,0.3947368421052631,0.3304093567251462,11.3
902,ЮАО,р-н Орехово-Борисово Южное,20.5,3.0204248861443626,СиА,6.0,14.0,False,False,Домодедовская,1,False,True,,False,False,False,,False,Евроремонт,True,,,,
903,САО,р-н Бескудниковский,33.0,3.4965075614664802,1,2.0,9.0,False,False,Бескудниково,15,True,False,Монолитный,False,False,True,Во двор,True,Косметический,True,45.0,0.6363636363636364,0.24242424242424243,8.0
904,ЮВАО,р-н Выхино-Жулебино,31.9,3.462606009790799,1,3.0,9.0,False,False,Юго-Восточная,20,True,False,Панельный,False,False,True,Во двор,True,Без ремонта,False,54.0,0.664576802507837,0.15673981191222572,5.0
905,СВАО,р-н Лосиноостровский,33.0,3.4965075614664802,1,3.0,5.0,False,False,Бабушкинская,8,True,False,,False,False,False,,False,,True,,0.5636363636363637,0.18181818181818182,6.0
906,СВАО,р-н Северное Медведково,32.5,3.481240089335692,1,2.0,9.0,False,False,Медведково,3,False,True,Панельный,False,False,False,Во двор,True,Косметический,True,50.0,0.5784615384615385,0.20615384615384616,6.7
907,ВАО,р-н Гольяново,31.5,3.449987545831587,1,4.0,5.0,False,False,Щелковская,1,False,True,Панельный,True,False,True,,False,Косметический,True,56.0,0.5714285714285714,0.1746031746031746,5.5
908,НАО (Новомосковский),Коммунарка поселок,34.0,3.5263605246161616,1,6.0,10.0,False,False,Коммунарка,10,False,True,,False,False,False,На улицу,False,Евроремонт,True,,0.4411764705882353,,
909,НАО (Новомосковский),Сосенское поселение,34.0,3.5263605246161616,1,5.0,14.0,False,False,Коммунарка,17,True,False,Монолитный,False,False,True,Во двор,True,Косметический,True,,0.5588235294117647,0.2647058823529412,9.0
910,ЮАО,р-н Нагатино-Садовники,33.1,3.4995332823830174,1,1.0,9.0,True,False,Верхние котлы,7,False,True,,False,False,False,,False,,True,,0.5770392749244713,0.19939577039274922,6.6
911,ВАО,р-н Гольяново,35.0,3.5553480614894135,1,3.0,9.0,False,False,Щелковская,10,False,True,,False,False,False,,False,,True,,0.6,0.17142857142857143,6.0
912,НАО (Новомосковский),Коммунарка поселок,28.0,3.332204510175204,СиА,7.0,25.0,False,False,Коммунарка,10,True,False,Монолитный,False,False,True,Во двор,True,,True,7.0,0.6428571428571429,0.10714285714285714,3.0
913,САО,р-н Восточное Дегунино,33.0,3.4965075614664802,1,1.0,14.0,True,False,Бескудниково,4,True,False,Блочный,False,False,False,Во двор,True,Косметический,True,46.0,0.5454545454545454,0.27575757575757576,9.1
914,СВАО,р-н Лосиноостровский,32.5,3.481240089335692,1,7.0,9.0,False,False,Медведково,7,False,True,Панельный,False,False,False,На улицу,False,Косметический,True,50.0,0.5815384615384614,0.20615384615384616,6.7
915,ВАО,р-н Перово,30.0,3.4011973816621555,СиА,1.0,9.0,True,False,Шоссе Энтузиастов,10,True,False,Кирпичный,False,False,False,Во двор,True,Косметический,True,49.0,0.5866666666666667,0.19333333333333333,5.8
916,СЗАО,р-н Митино,35.0,3.5553480614894135,1,4.0,26.0,False,False,Пятницкое шоссе,1,False,True,Монолитный,True,False,True,,False,Без ремонта,False,1.0,,,
917,ВАО,р-н Вешняки,32.9,3.493472657771326,1,6.0,9.0,False,False,Выхино,12,True,False,Панельный,False,False,False,,False,Косметический,True,49.0,0.5744680851063829,0.2127659574468085,7.0
918,СЗАО,р-н Покровское-Стрешнево,23.3,3.1484533605716547,СиА,6.0,25.0,False,False,Спартак,5,False,True,,False,False,False,,False,,True,,0.8412017167381974,0.15879828326180256,3.7
919,ЮВАО,р-н Выхино-Жулебино,35.0,3.5553480614894135,1,4.0,14.0,False,False,Юго-Восточная,7,True,False,Блочный,False,False,True,Во двор,True,,True,48.0,0.5714285714285714,0.2857142857142857,10.0
920,СВАО,р-н Ярославский,33.0,3.4965075614664802,1,3.0,9.0,False,False,Медведково,10,False,True,Панельный,False,False,False,Во двор,True,,True,41.0,0.5757575757575758,0.21212121212121213,7.0
921,ЮАО,р-н Бирюлево Восточное,35.0,3.5553480614894135,1,9.0,45.0,False,False,,,False,False,Монолитный,False,False,True,Во двор,True,Косметический,True,,0.5428571428571428,0.17142857142857143,6.0
922,САО,р-н Дмитровский,34.0,3.5263605246161616,1,1.0,12.0,True,False,Селигерская,15,False,True,Блочный,False,False,False,Во двор,True,Евроремонт,True,53.0,0.5352941176470588,0.29411764705882354,10.0
923,ЮАО,р-н Зябликово,32.5,3.481240089335692,1,5.0,9.0,False,False,Красногвардейская,1,False,True,Панельный,False,False,True,,False,Косметический,True,44.0,,,
924,ВАО,р-н Вешняки,33.2,3.502549875922443,1,7.0,9.0,False,False,Новогиреево,6,False,True,Панельный,False,False,False,Во двор,True,Косметический,True,49.0,0.5722891566265059,0.2108433734939759,7.0
925,НАО (Новомосковский),Сосенское поселение,33.1,3.4995332823830174,1,6.0,14.0,False,False,Коммунарка,1,False,True,,False,False,True,,False,Без ремонта,False,,0.38972809667673713,0.2779456193353474,9.2
926,СЗАО,р-н Южное Тушино,17.1,2.8390784635086144,СиА,1.0,5.0,True,False,Планерная,4,False,True,Кирпичный,False,False,False,Во двор,True,Косметический,True,56.0,0.5847953216374269,0.17543859649122806,3.0
927,ЮАО,р-н Чертаново Центральное,32.6,3.484312288372662,1,9.0,9.0,False,True,Пражская,5,False,True,Панельный,True,False,True,,False,Косметический,True,45.0,0.5828220858895705,0.2760736196319018,9.0
928,САО,р-н Коптево,31.0,3.4339872044851463,СиА,2.0,9.0,False,False,Сокол,15,True,False,Кирпичный,False,False,False,Во двор,True,Косметический,True,55.0,0.6129032258064516,0.22580645161290322,7.0
929,ВАО,р-н Гольяново,32.5,3.481240089335692,1,5.0,9.0,False,False,Щелковская,3,True,False,Блочный,False,False,False,На улицу,False,Косметический,True,52.0,0.5784615384615385,0.20307692307692307,6.6
930,СВАО,р-н Ростокино,33.0,3.4965075614664802,1,4.0,5.0,False,False,Ростокино,8,True,False,Блочный,False,False,True,Во двор,True,Косметический,True,56.0,0.6060606060606061,0.18181818181818182,6.0
931,ЮАО,р-н Орехово-Борисово Северное,33.0,3.4965075614664802,1,9.0,9.0,False,True,Красногвардейская,9,True,False,Панельный,True,False,False,Во двор,True,,True,45.0,0.5757575757575758,0.18181818181818182,6.0
932,ЮАО,р-н Чертаново Центральное,32.6,3.484312288372662,1,6.0,9.0,False,False,Пражская,3,False,True,Панельный,True,False,False,На улицу,False,Косметический,True,45.0,0.5736196319018404,0.18404907975460122,6.0
933,ЮАО,р-н Зябликово,33.0,3.4965075614664802,1,4.0,9.0,False,False,Шипиловская,6,True,False,Панельный,True,False,False,Во двор,True,,True,43.0,0.5454545454545454,0.18181818181818182,6.0
934,ЮВАО,р-н Выхино-Жулебино,33.0,3.4965075614664802,1,1.0,9.0,True,False,Выхино,15,True,False,Монолитный,False,False,False,На улицу,False,Косметический,True,53.0,0.5757575757575758,0.18181818181818182,6.0
935,НАО (Новомосковский),Сосенское поселение,35.0,3.5553480614894135,1,9.0,9.0,False,True,Коммунарка,17,False,True,,False,False,False,,False,Евроремонт,True,,0.42857142857142855,0.22857142857142856,8.0
936,НАО (Новомосковский),Коммунарка поселок,28.0,3.332204510175204,СиА,7.0,25.0,False,False,Коммунарка,10,False,True,,False,False,False,,False,Косметический,True,,,,
937,ВАО,р-н Восточное Измайлово,31.0,3.4339872044851463,СиА,4.0,5.0,False,False,Щелковская,8,False,True,Панельный,True,False,True,,False,Косметический,True,54.0,0.6483870967741936,0.16451612903225804,5.1
938,НАО (Новомосковский),Коммунарка поселок,34.3,3.535145354171894,1,6.0,10.0,False,False,Коммунарка,4,False,True,,False,False,False,На улицу,False,Косметический,True,,0.44023323615160354,0.23032069970845484,7.9
939,НАО (Новомосковский),Московский,34.0,3.5263605246161616,1,4.0,17.0,False,False,Филатов луг,8,False,True,Панельный,False,False,True,,False,Косметический,True,6.0,0.4441176470588235,0.2647058823529412,9.0
940,ВАО,р-н Богородское,31.5,3.449987545831587,1,3.0,5.0,False,False,Бульвар Рокоссовского,24,True,False,Панельный,False,False,True,Во двор,True,Косметический,True,55.0,0.6349206349206349,0.19047619047619047,6.0
941,ЗАО,р-н Очаково-Матвеевское,30.6,3.4210000089583352,СиА,4.0,5.0,False,False,Мичуринский проспект,7,False,True,Панельный,False,False,False,Во двор,True,Без ремонта,False,52.0,0.545751633986928,0.19607843137254902,6.0
942,ЮВАО,р-н Люблино,25.0,3.2188758248682006,СиА,8.0,17.0,False,False,Братиславская,15,True,False,,False,False,True,Во двор,True,Евроремонт,True,,0.6,0.2,5.0
943,СВАО,р-н Ярославский,31.0,3.4339872044851463,СиА,5.0,5.0,False,True,Ростокино,15,False,True,Кирпичный,False,False,True,Во двор,True,Косметический,True,60.0,0.5806451612903226,0.1935483870967742,6.0
944,ВАО,р-н Измайлово,32.0,3.4657359027997265,1,5.0,8.0,False,False,Щелковская,8,True,False,Блочный,True,False,False,Во двор,True,Без ремонта,False,50.0,0.625,0.15625,5.0
945,ЮВАО,р-н Некрасовка,32.1,3.4688560301359703,1,4.0,17.0,False,False,Некрасовка,5,True,False,,False,False,True,Во двор,True,Евроремонт,True,2.0,0.4984423676012461,0.2336448598130841,7.5
946,НАО (Новомосковский),Коммунарка поселок,31.6,3.4531571205928664,1,10.0,25.0,False,False,Ольховая,5,False,True,Монолитный,True,False,False,Во двор,True,Евроремонт,True,7.0,,,
947,ЮАО,р-н Москворечье-Сабурово,30.0,3.4011973816621555,СиА,2.0,5.0,False,False,Москворечье,17,True,False,Кирпичный,False,False,True,Во двор,True,Косметический,True,60.0,0.6333333333333333,0.2,6.0
948,ЮАО,р-н Орехово-Борисово Северное,32.7,3.487375077903208,1,8.0,9.0,False,False,Домодедовская,15,True,False,Панельный,True,False,False,Во двор,True,Косметический,True,45.0,0.581039755351682,0.21406727828746175,7.0
949,САО,р-н Головинский,33.0,3.4965075614664802,1,9.0,12.0,False,False,Коптево,10,False,True,Блочный,False,False,True,Во двор,True,Косметический,True,51.0,0.5303030303030303,0.30303030303030304,10.0
950,САО,р-н Дмитровский,28.0,3.332204510175204,СиА,5.0,5.0,False,True,Селигерская,3,False,True,Панельный,True,False,True,Во двор,True,Косметический,True,54.0,0.6071428571428571,0.21428571428571427,6.0
951,ЮВАО,р-н Кузьминки,32.0,3.4657359027997265,1,1.0,9.0,True,False,Рязанский проспект,1,False,True,Панельный,False,False,False,,False,Косметический,True,53.0,,,
952,САО,р-н Головинский,33.0,3.4965075614664802,1,9.0,12.0,False,False,Коптево,15,True,False,Панельный,False,False,True,Во двор,True,Косметический,True,47.0,0.5151515151515151,0.23636363636363636,7.8
953,ЮАО,р-н Царицыно,33.0,3.4965075614664802,1,8.0,9.0,False,False,Царицыно,11,True,False,,False,False,False,,False,Косметический,True,46.0,0.5757575757575758,0.18181818181818182,6.0
954,ЮВАО,р-н Выхино-Жулебино,33.6,3.5145260669691587,1,8.0,9.0,False,False,Юго-Восточная,12,True,False,Блочный,True,False,False,Во двор,True,Косметический,True,52.0,0.5476190476190476,0.1994047619047619,6.7
955,ЮАО,р-н Чертаново Южное,33.0,3.4965075614664802,1,9.0,9.0,False,True,Улица Академика Янгеля,5,False,True,Панельный,True,False,True,,False,Косметический,True,48.0,0.5757575757575758,0.21212121212121213,7.0
956,ЮЗАО,р-н Южное Бутово,33.5,3.5115454388310208,1,5.0,12.0,False,False,Бунинская аллея,5,True,False,Панельный,True,False,True,Во двор,True,,True,17.0,0.45970149253731346,0.2208955223880597,7.4
957,ЮАО,р-н Зябликово,32.3,3.475067230228611,1,1.0,9.0,True,False,Красногвардейская,2,True,False,Панельный,True,False,False,Во двор,True,Евроремонт,True,44.0,0.5758513931888546,0.21671826625387,7.0
958,САО,р-н Дмитровский,33.1,3.4995332823830174,1,4.0,9.0,False,False,Селигерская,5,False,True,Панельный,False,False,False,На улицу,False,Косметический,True,51.0,0.5740181268882175,0.19637462235649547,6.5
959,САО,р-н Бескудниковский,22.0,3.091042453358316,СиА,1.0,5.0,True,False,Селигерская,8,True,False,,False,False,False,,False,,True,,0.5454545454545454,0.25,5.5
960,ВАО,р-н Вешняки,34.8,3.5496173867804286,1,5.0,14.0,False,False,Выхино,8,True,False,Блочный,False,False,True,Во двор,True,Без ремонта,False,48.0,0.5545977011494253,0.27873563218390807,9.7
961,НАО (Новомосковский),Коммунарка поселок,35.0,3.5553480614894135,1,15.0,16.0,False,False,Коммунарка,6,False,True,Монолитный,False,False,True,Во двор,True,Косметический,True,5.0,0.4857142857142857,0.3142857142857143,11.0
962,ЮВАО,р-н Текстильщики,34.8,3.5496173867804286,1,1.0,12.0,True,False,Текстильщики,13,True,False,Блочный,False,False,False,Во двор,True,Косметический,True,50.0,0.5718390804597702,0.27873563218390807,9.7
963,НАО (Новомосковский),Сосенское поселение,32.0,3.4657359027997265,1,10.0,12.0,False,False,Прокшино,5,False,True,Монолитный,False,False,True,Во двор,True,,True,2.0,0.28125,0.4375,14.0
964,САО,р-н Дмитровский,32.0,3.4657359027997265,1,4.0,9.0,False,False,Селигерская,5,False,True,Панельный,False,False,False,Во двор,True,Евроремонт,True,51.0,0.5625,0.1875,6.0
965,ЮЗАО,р-н Ясенево,32.4,3.4781584227982836,1,7.0,9.0,False,False,Ясенево,10,True,False,Монолитный,True,False,False,На улицу,False,Косметический,True,44.0,0.5771604938271605,0.2160493827160494,7.0
966,ЗАО,р-н Можайский,35.0,3.5553480614894135,1,8.0,9.0,False,False,Сетунь,10,True,False,Панельный,False,False,True,Во двор,True,,True,47.0,0.5714285714285714,0.18571428571428572,6.5
967,ЮАО,р-н Орехово-Борисово Южное,33.1,3.4995332823830174,1,5.0,12.0,False,False,Домодедовская,5,True,False,,False,False,False,,False,,True,,0.5135951661631419,0.18731117824773413,6.2
968,ЗАО,р-н Кунцево,32.4,3.4781584227982836,1,1.0,9.0,True,False,Молодежная,10,True,False,Панельный,False,False,False,Во двор,True,Без ремонта,False,57.0,0.6666666666666667,,
969,ВАО,р-н Вешняки,33.0,3.4965075614664802,1,2.0,9.0,False,False,Выхино,7,True,False,Панельный,False,False,False,Во двор,True,Евроремонт,True,50.0,0.5727272727272726,0.20606060606060606,6.8
970,ЮЗАО,р-н Ясенево,33.0,3.4965075614664802,1,8.0,9.0,False,False,Новоясеневская,12,True,False,Панельный,True,False,False,Во двор,True,Косметический,True,44.0,0.5757575757575758,0.18181818181818182,6.0
