,Округ,Район,Площадь,Площадь лог,Кол-во комнат,Этаж,Этажей в доме,Первый этаж,Последний этаж,Метро,Расстояние до метро (ед),Расстояние указано пешком,Расстояние указано на транспорте,Тип дома,Указан раздельный санузел,Несколько санузлов,Балкон указан,Окна,Окна во двор,Ремонт,Наличие ремонта,Возраст дома,Доля жилой площади,Доля куханной площади,Площадь кухни
10046,НАО (Новомосковский),Внуковское поселение,87.6,4.472780997942346,3,13.0,22.0,False,False,Рассказовка,1,True,False,,True,True,False,На улицу и двор,True,Без ремонта,False,,0.6164383561643836,0.17123287671232879,15.0
10047,НАО (Новомосковский),Сосенское поселение,88.1,4.478472532942134,3,8.0,11.0,False,False,Прокшино,17,True,False,,True,True,True,На улицу и двор,True,Без ремонта,False,,0.5754824063564132,0.1543700340522134,13.6
10048,ЗелАО,р-н Крюково,93.0,4.532599493153256,4,3.0,12.0,False,False,,,False,False,Монолитный,True,False,True,На улицу и двор,True,Косметический,True,24.0,0.5827956989247313,0.12903225806451613,12.0
10049,НАО (Новомосковский),Московский,87.0,4.465908118654584,2,21.0,25.0,False,False,Саларьево,10,False,True,Панельный,False,False,True,На улицу и двор,True,Дизайнерский,True,10.0,0.5747126436781609,,
10050,ТАО (Троицкий),Троицк,86.0,4.454347296253507,3,8.0,17.0,False,False,Прокшино,15,False,True,Панельный,True,True,True,На улицу и двор,True,Косметический,True,18.0,0.5883720930232559,0.12906976744186047,11.1
10051,ЮЗАО,р-н Южное Бутово,95.0,4.553876891600541,4,1.0,14.0,True,False,Бульвар Адмирала Ушакова,6,True,False,Панельный,False,False,False,На улицу и двор,True,Евроремонт,True,18.0,0.6526315789473685,0.08315789473684211,7.9
10052,НАО (Новомосковский),Коммунарка поселок,88.1,4.478472532942134,3,9.0,9.0,False,True,Бунинская аллея,25,True,False,Монолитный,True,True,False,На улицу и двор,True,Косметический,True,4.0,0.5312145289443814,0.09080590238365495,8.0
10053,НАО (Новомосковский),Московский,89.5,4.4942386252808095,2,6.0,25.0,False,False,Саларьево,10,False,True,Панельный,True,True,True,Во двор,True,Евроремонт,True,10.0,,0.16759776536312848,15.0
10054,ТАО (Троицкий),Троицк,86.0,4.454347296253507,3,9.0,16.0,False,False,Коммунарка,15,False,True,Панельный,False,True,True,,False,Косметический,True,18.0,0.5930232558139535,0.13953488372093023,12.0
10055,ЮВАО,р-н Выхино-Жулебино,86.0,4.454347296253507,4,2.0,14.0,False,False,Жулебино,1,True,False,Панельный,True,False,True,На улицу и двор,True,,True,23.0,0.6627906976744186,0.10465116279069768,9.0
10056,ЮВАО,р-н Некрасовка,91.4,4.515245478460105,4,9.0,17.0,False,False,,,False,False,Панельный,True,True,True,Во двор,True,Косметический,True,13.0,0.6017505470459519,,
10057,НАО (Новомосковский),Сосенское поселение,88.0,4.477336814478207,4,6.0,12.0,False,False,Коммунарка,8,False,True,,False,True,True,На улицу и двор,True,Без ремонта,False,,0.6590909090909091,0.13636363636363635,12.0
10058,НАО (Новомосковский),Щербинка,92.0,4.5217885770490405,4,4.0,17.0,False,False,,,False,False,Кирпичный,True,False,True,На улицу и двор,True,Евроремонт,True,6.0,0.525,0.1282608695652174,11.8
10059,ЮЗАО,р-н Южное Бутово,90.0,4.499809670330265,3,9.0,10.0,False,False,Улица Горчакова,5,True,False,Панельный,True,True,True,На улицу и двор,True,Косметический,True,19.0,0.5777777777777777,0.12222222222222222,11.0
10060,ВАО,р-н Косино-Ухтомский,90.9,4.509760001183433,3,1.0,9.0,True,False,Некрасовка,4,False,True,Панельный,True,False,True,На улицу и двор,True,Косметический,True,16.0,,,
10061,НАО (Новомосковский),Щербинка,94.0,4.543294782270004,3,15.0,17.0,False,False,Щербинка,11,True,False,Панельный,True,True,True,На улицу и двор,True,Косметический,True,8.0,0.5425531914893617,0.1276595744680851,12.0
10062,НАО (Новомосковский),Сосенское поселение,94.0,4.543294782270004,3,5.0,19.0,False,False,Улица Горчакова,12,True,False,,True,True,True,Во двор,True,Косметический,True,,0.5106382978723404,0.1276595744680851,12.0
10063,НАО (Новомосковский),Московский,86.0,4.454347296253507,3,10.0,17.0,False,False,Рассказовка,40,False,True,Панельный,True,False,True,На улицу,False,Евроремонт,True,12.0,,,
10064,НАО (Новомосковский),Коммунарка поселок,87.0,4.465908118654584,3,4.0,17.0,False,False,Ольховая,10,True,False,,True,True,True,На улицу и двор,True,Без ремонта,False,,0.4885057471264368,0.22988505747126436,20.0
10065,ЗелАО,р-н Крюково,90.9,4.509760001183433,4,8.0,14.0,False,False,,,False,False,Монолитный,False,False,True,На улицу и двор,True,Косметический,True,31.0,,,
10066,ЮЗАО,р-н Северное Бутово,87.8,4.475061500641071,4,4.0,14.0,False,False,Лесопарковая,15,True,False,Панельный,True,False,True,На улицу и двор,True,Косметический,True,28.0,0.6241457858769932,0.09567198177676538,8.4
10067,НАО (Новомосковский),Московский,94.7,4.550714000192032,3,23.0,25.0,False,False,Саларьево,10,False,True,Панельный,True,True,True,Во двор,True,Дизайнерский,True,8.0,0.5681098204857444,0.10559662090813093,10.0
10068,ЮАО,р-н Бирюлево Восточное,92.05,4.522331907679087,3,2.0,11.0,False,False,Царицыно,4,False,True,,True,False,True,На улицу и двор,True,Без ремонта,False,,0.581205866376969,0.10103204780010865,9.3
10069,ТАО (Троицкий),Троицк,86.0,4.454347296253507,2,1.0,3.0,True,False,,,False,False,,False,False,True,На улицу и двор,True,Дизайнерский,True,6.0,0.4418604651162791,0.3488372093023256,30.0
10070,ЗелАО,р-н Крюково,89.9,4.498697941477575,3,4.0,12.0,False,False,,,False,False,Панельный,False,True,False,Во двор,True,Косметический,True,,0.48053392658509453,0.22580645161290322,20.3
10071,ВАО,р-н Вешняки,86.5,4.460144413937834,4,9.0,9.0,False,True,Перово,15,True,False,Панельный,False,False,True,Во двор,True,Косметический,True,48.0,0.7121387283236994,0.06936416184971098,6.0
10072,ЗелАО,р-н Силино,93.0,4.532599493153256,4,6.0,14.0,False,False,,,False,False,Панельный,False,False,True,Во двор,True,Косметический,True,27.0,0.6365591397849463,0.08602150537634409,8.0
10073,ЮАО,р-н Москворечье-Сабурово,93.5,4.537961436294641,4,1.0,5.0,True,False,Каширская,19,True,False,Кирпичный,True,False,False,Во двор,True,Косметический,True,62.0,0.7197860962566844,0.08770053475935828,8.2
10074,НАО (Новомосковский),Сосенское поселение,86.0,4.454347296253507,3,2.0,10.0,False,False,Коммунарка,27,True,False,,True,False,False,На улицу и двор,True,Без ремонта,False,,0.5348837209302325,0.16279069767441862,14.0
10075,НАО (Новомосковский),Сосенское поселение,94.0,4.543294782270004,3,12.0,17.0,False,False,Улица Горчакова,6,False,True,,True,True,True,Во двор,True,Косметический,True,,0.5851063829787234,0.1702127659574468,16.0
10076,НАО (Новомосковский),Коммунарка поселок,92.0,4.5217885770490405,4,4.0,10.0,False,False,Бунинская аллея,5,False,True,,False,True,False,Во двор,True,Косметический,True,,0.5543478260869565,0.13043478260869565,12.0
10077,ЗелАО,р-н Крюково,89.0,4.48863636973214,4,4.0,14.0,False,False,,,False,False,Монолитный,False,False,True,На улицу и двор,True,Косметический,True,24.0,0.6067415730337079,0.1348314606741573,12.0
10078,НАО (Новомосковский),Московский,95.0,4.553876891600541,3,12.0,25.0,False,False,Филатов луг,46,True,False,Монолитный,True,True,True,Во двор,True,Евроремонт,True,7.0,0.5368421052631579,0.1368421052631579,13.0
10079,ЮВАО,р-н Некрасовка,90.0,4.499809670330265,3,9.0,25.0,False,False,Некрасовка,3,True,False,Панельный,False,False,False,,False,Косметический,True,4.0,,,
10080,НАО (Новомосковский),Внуковское поселение,88.0,4.477336814478207,3,4.0,9.0,False,False,Рассказовка,13,True,False,,True,True,True,,False,Без ремонта,False,3.0,,,
10081,НАО (Новомосковский),Московский,90.0,4.499809670330265,2,5.0,25.0,False,False,Филатов луг,43,True,False,Панельный,True,True,True,На улицу и двор,True,Дизайнерский,True,10.0,0.4444444444444444,0.17777777777777778,16.0
10082,СВАО,р-н Лосиноостровский,89.0,4.48863636973214,3,6.0,24.0,False,False,Медведково,3,False,True,,False,False,False,,False,Без ремонта,False,,,,
10083,СВАО,р-н Лосиноостровский,90.0,4.499809670330265,3,7.0,24.0,False,False,Медведково,3,False,True,,False,False,False,,False,Без ремонта,False,,,,
10084,НАО (Новомосковский),Сосенское поселение,90.0,4.499809670330265,3,7.0,7.0,False,True,Прокшино,28,True,False,Монолитный,False,True,False,На улицу и двор,True,Без ремонта,False,2.0,,0.15555555555555556,14.0
10085,ЮВАО,р-н Люблино,95.0,4.553876891600541,4,3.0,14.0,False,False,Люблино,5,False,True,Панельный,True,False,True,На улицу и двор,True,Косметический,True,17.0,0.6526315789473685,0.10526315789473684,10.0
10086,ЮВАО,р-н Текстильщики,92.0,4.5217885770490405,3,1.0,5.0,True,False,Текстильщики,12,True,False,Кирпичный,False,False,False,,False,Косметический,True,65.0,0.6086956521739131,0.13369565217391305,12.3
10087,ВАО,р-н Косино-Ухтомский,86.0,4.454347296253507,3,11.0,12.0,False,False,Лухмановская,14,True,False,Панельный,True,False,True,,False,Евроремонт,True,15.0,,,
10088,НАО (Новомосковский),Коммунарка поселок,88.0,4.477336814478207,3,8.0,9.0,False,False,Бунинская аллея,6,False,True,Монолитный,True,True,False,На улицу и двор,True,Косметический,True,3.0,0.6443181818181819,0.11931818181818182,10.5
10089,СВАО,р-н Лосиноостровский,90.0,4.499809670330265,3,8.0,24.0,False,False,Медведково,3,False,True,,False,False,False,,False,Без ремонта,False,,,,
10090,НАО (Новомосковский),Московский,91.0,4.51085950651685,3,13.0,17.0,False,False,,,False,False,Монолитный,True,True,True,На улицу и двор,True,Евроремонт,True,7.0,0.5615384615384615,0.1076923076923077,9.8
10091,ЮАО,р-н Бирюлево Восточное,92.5,4.52720864451838,3,4.0,11.0,False,False,Царицыно,10,False,True,,False,True,True,На улицу и двор,True,Без ремонта,False,,0.5783783783783784,0.10810810810810811,10.0
10092,НАО (Новомосковский),Московский,88.6,4.484131857611035,3,12.0,17.0,False,False,Филатов луг,6,False,True,Панельный,True,False,True,,False,Евроремонт,True,5.0,0.5530474040632054,0.12415349887133184,11.0
10093,ЗАО,р-н Солнцево,90.0,4.499809670330265,2,12.0,25.0,False,False,Говорово,15,True,False,Панельный,True,False,True,Во двор,True,Косметический,True,13.0,0.5222222222222223,0.16666666666666666,15.0
10094,НАО (Новомосковский),Щербинка,94.0,4.543294782270004,3,10.0,14.0,False,False,Щербинка,15,True,False,Панельный,True,True,True,Во двор,True,Евроремонт,True,16.0,0.5595744680851064,0.14893617021276595,14.0
10095,ЗАО,р-н Можайский,88.0,4.477336814478207,3,7.0,8.0,False,False,Рабочий поселок,3,True,False,Кирпичный,True,False,True,На улицу и двор,True,Косметический,True,60.0,0.7159090909090909,0.10227272727272728,9.0
10096,ЮЗАО,р-н Южное Бутово,90.0,4.499809670330265,4,3.0,9.0,False,False,Бунинская аллея,4,True,False,Панельный,True,False,True,На улицу и двор,True,Косметический,True,20.0,0.6333333333333333,0.1,9.0
10097,ЮАО,р-н Бирюлево Восточное,90.0,4.499809670330265,3,6.0,11.0,False,False,Царицыно,4,False,True,,True,False,True,На улицу и двор,True,Без ремонта,False,,0.5444444444444444,0.1111111111111111,10.0
10098,СВАО,р-н Ярославский,92.0,4.5217885770490405,4,4.0,4.0,False,True,ВДНХ,10,False,True,Кирпичный,True,False,False,На улицу и двор,True,Без ремонта,False,82.0,0.717391304347826,0.13043478260869565,12.0
10099,САО,р-н Коптево,86.0,4.454347296253507,3,5.0,6.0,False,False,Коптево,12,True,False,Кирпичный,True,False,True,На улицу и двор,True,Дизайнерский,True,83.0,0.677906976744186,0.11627906976744186,10.0
10100,ЮЗАО,р-н Ясенево,86.0,4.454347296253507,3,5.0,16.0,False,False,Теплый Стан,4,False,True,Монолитный,True,False,True,На улицу и двор,True,Косметический,True,39.0,0.5813953488372093,0.13953488372093023,12.0
10101,ЗелАО,р-н Крюково,93.9,4.542230386214217,3,8.0,11.0,False,False,,,False,False,,True,True,False,На улицу и двор,True,Без ремонта,False,2.0,0.6198083067092651,0.1128860489882854,10.6
10102,ЮВАО,р-н Люблино,86.5,4.460144413937834,4,2.0,12.0,False,False,Люблино,11,True,False,Панельный,True,False,True,На улицу и двор,True,Косметический,True,33.0,,,
10103,СЗАО,р-н Покровское-Стрешнево,90.0,4.499809670330265,4,4.0,6.0,False,False,Спартак,5,False,True,Кирпичный,True,False,True,На улицу и двор,True,Косметический,True,80.0,0.7555555555555555,0.07777777777777778,7.0
10104,ЗАО,р-н Солнцево,87.2,4.468204330914934,3,18.0,19.0,False,False,Солнцево,15,True,False,Монолитный,False,True,True,Во двор,True,Без ремонта,False,3.0,0.5470183486238532,0.15940366972477063,13.9
10105,ЦАО,р-н Басманный,100.0,4.605170185988092,2,5.0,9.0,False,False,Красносельская,5,True,False,,False,False,False,На улицу и двор,True,,True,,0.6,0.12,12.0
10106,ЮЗАО,р-н Южное Бутово,89.0,4.48863636973214,3,21.0,22.0,False,False,Бунинская аллея,11,True,False,Панельный,True,False,True,На улицу и двор,True,Евроремонт,True,13.0,0.5955056179775281,0.11685393258426967,10.4
10107,ЗАО,р-н Раменки,110.0,4.700480365792417,3,11.0,12.0,False,False,Киевская,9,False,True,Монолитный,True,True,False,На улицу и двор,True,Без ремонта,False,9.0,0.8,,
10108,ЗАО,р-н Раменки,120.0,4.787491742782046,3,28.0,36.0,False,False,Минская,12,True,False,Монолитный,False,False,False,На улицу и двор,True,Дизайнерский,True,3.0,0.6666666666666666,0.13333333333333333,16.0
10109,ЗАО,р-н Раменки,107.2,4.674696248636701,3,11.0,12.0,False,False,Деловой центр,9,False,True,Монолитный,False,False,False,На улицу,False,Без ремонта,False,9.0,,,
10110,СЗАО,р-н Хорошево-Мневники,106.7,4.670021158307708,3,11.0,20.0,False,False,Октябрьское поле,5,False,True,Монолитный,False,False,True,На улицу и двор,True,Без ремонта,False,,0.4967197750702905,0.17900656044985944,19.1
10111,СЗАО,р-н Хорошево-Мневники,113.4,4.730921391293652,3,4.0,22.0,False,False,Щукинская,7,False,True,,True,True,True,На улицу и двор,True,Без ремонта,False,,0.7054673721340388,0.13227513227513227,15.0
10112,САО,р-н Беговой,107.1,4.673762977453703,4,12.0,15.0,False,False,Динамо,3,True,False,,False,False,False,,False,,True,,,,
10113,СЗАО,р-н Хорошево-Мневники,116.0,4.7535901911063645,4,12.0,19.0,False,False,Шелепиха,14,True,False,,False,False,False,На улицу,False,Без ремонта,False,,,,
10114,ЦАО,р-н Таганский,97.3,4.577798989191959,3,2.0,14.0,False,False,Пролетарская,5,True,False,,False,True,True,На улицу и двор,True,,True,,0.5498458376156218,0.16752312435765673,16.3
10115,ЦАО,р-н Пресненский,115.0,4.74493212836325,3,40.0,44.0,False,False,Улица 1905 года,10,True,False,,False,False,False,,False,,True,,0.5217391304347826,,
10116,ЮЗАО,р-н Черемушки,113.0,4.727387818712341,3,7.0,24.0,False,False,Новые Черемушки,15,True,False,,True,True,True,На улицу и двор,True,Дизайнерский,True,13.0,,0.11504424778761062,13.0
10117,ЦАО,р-н Басманный,100.0,4.605170185988092,2,5.0,9.0,False,False,Красносельская,5,True,False,,False,False,False,На улицу и двор,True,,True,,0.6,0.12,12.0
10118,ЗАО,р-н Раменки,115.1,4.745801315727837,4,35.0,53.0,False,False,Деловой центр,9,False,True,Монолитный,False,True,False,На улицу,False,Дизайнерский,True,9.0,,,
10119,ЦАО,р-н Пресненский,115.0,4.74493212836325,4,44.0,44.0,False,True,Улица 1905 года,7,True,False,,False,False,False,,False,,True,,0.6086956521739131,,
10120,ЮАО,р-н Чертаново Центральное,117.0,4.762173934797756,3,3.0,24.0,False,False,Пражская,5,True,False,Монолитный,True,True,True,,False,Без ремонта,False,6.0,0.5470085470085471,0.1111111111111111,13.0
10121,СВАО,р-н Марфино,118.0,4.770684624465665,5,9.0,17.0,False,False,Фонвизинская,9,False,True,Панельный,True,True,True,Во двор,True,Евроремонт,True,10.0,0.6779661016949152,0.06779661016949153,8.0
10122,ЗАО,р-н Раменки,115.0,4.74493212836325,3,14.0,17.0,False,False,Университет,3,True,False,Монолитный,False,True,True,На улицу,False,Евроремонт,True,10.0,0.45217391304347826,0.1565217391304348,18.0
10123,СВАО,р-н Ростокино,109.0,4.6913478822291435,3,45.0,57.0,False,False,ВДНХ,4,False,True,,False,False,False,,False,,True,,,,
10124,ЮАО,р-н Бирюлево Восточное,111.3,4.712229258281499,3,7.0,15.0,False,False,Царицыно,15,False,True,Блочный,True,True,True,На улицу и двор,True,Косметический,True,7.0,0.47079964061096136,0.1302785265049416,14.5
10125,СВАО,р-н Ростокино,109.0,4.6913478822291435,3,45.0,57.0,False,False,ВДНХ,4,False,True,,False,True,False,,False,Дизайнерский,True,,,,
10126,СВАО,р-н Ростокино,120.0,4.787491742782046,3,22.0,38.0,False,False,ВДНХ,4,False,True,,False,False,False,,False,,True,,,,
10127,САО,р-н Хорошевский,107.8,4.680277658474897,2,36.0,44.0,False,False,Беговая,3,True,False,Монолитный,False,False,False,,False,Дизайнерский,True,12.0,0.6493506493506493,0.1855287569573284,20.0
10128,СВАО,р-н Ростокино,120.0,4.787491742782046,3,22.0,38.0,False,False,ВДНХ,5,False,True,Монолитный,False,True,False,,False,Дизайнерский,True,5.0,,,
10129,СЗАО,р-н Хорошево-Мневники,105.0,4.653960350157523,3,3.0,13.0,False,False,Октябрьское поле,4,False,True,,False,False,False,,False,Косметический,True,,0.5428571428571428,0.17142857142857143,18.0
10130,ЮАО,р-н Чертаново Южное,106.43,4.667487492052953,4,22.0,22.0,False,True,Лесопарковая,3,True,False,,False,True,True,На улицу и двор,True,Без ремонта,False,,0.6342196749036926,0.12872310438786055,13.7
10131,ЗАО,р-н Раменки,115.0,4.74493212836325,3,14.0,17.0,False,False,Университет,1,True,False,Монолитный,False,False,True,На улицу и двор,True,Дизайнерский,True,10.0,0.6347826086956522,0.13043478260869565,15.0
10132,ЗАО,р-н Солнцево,115.0,4.74493212836325,4,22.0,23.0,False,False,Солнцево,7,True,False,Монолитный,False,True,True,На улицу и двор,True,Евроремонт,True,11.0,0.6956521739130435,0.21739130434782608,25.0
10133,СЗАО,р-н Щукино,103.0,4.634728988229636,4,7.0,33.0,False,False,Щукинская,12,True,False,,True,True,False,На улицу и двор,True,Дизайнерский,True,,0.6796116504854369,0.1941747572815534,20.0
10134,ЮЗАО,р-н Черемушки,111.0,4.709530201312334,2,8.0,24.0,False,False,Новые Черемушки,20,True,False,Панельный,False,True,True,,False,Евроремонт,True,13.0,0.7927927927927928,,
10135,СЗАО,р-н Щукино,102.0,4.624972813284271,3,22.0,30.0,False,False,Щукинская,9,True,False,,False,False,False,На улицу и двор,True,Без ремонта,False,,0.7352941176470589,0.14705882352941177,15.0
10136,СЗАО,р-н Щукино,118.0,4.770684624465665,3,6.0,30.0,False,False,Щукинская,12,True,False,Монолитный,True,True,False,На улицу и двор,True,Дизайнерский,True,19.0,0.6779661016949152,0.211864406779661,25.0
10137,ЦАО,р-н Басманный,120.0,4.787491742782046,4,6.0,6.0,False,True,Чистые пруды,8,True,False,Кирпичный,False,True,True,Во двор,True,Дизайнерский,True,106.0,0.7083333333333334,0.075,9.0
10138,ЦАО,р-н Хамовники,107.8,4.680277658474897,3,9.0,14.0,False,False,Спортивная,13,True,False,,False,True,False,,False,,True,,,,
10139,ЦАО,р-н Замоскворечье,120.0,4.787491742782046,3,2.0,5.0,False,False,Добрынинская,8,True,False,Кирпичный,False,True,True,На улицу и двор,True,Евроремонт,True,117.0,0.6,0.125,15.0
10140,ЗАО,р-н Раменки,100.0,4.605170185988092,2,27.0,53.0,False,False,Деловой центр,9,False,True,Монолитный,False,True,False,На улицу,False,Дизайнерский,True,9.0,,,
10141,СЗАО,р-н Покровское-Стрешнево,99.6,4.601162164590552,3,16.0,18.0,False,False,Спартак,7,True,False,,True,False,True,На улицу и двор,True,Без ремонта,False,6.0,0.5512048192771084,0.08935742971887552,8.9
10142,СЗАО,р-н Хорошево-Мневники,118.0,4.770684624465665,3,19.0,31.0,False,False,Хорошево,13,False,True,,False,True,True,На улицу и двор,True,Без ремонта,False,,,,
10143,СЗАО,р-н Покровское-Стрешнево,101.3,4.618086411254637,3,3.0,18.0,False,False,Спартак,7,True,False,,True,True,True,На улицу и двор,True,Без ремонта,False,6.0,0.5508390918065152,0.13820335636722605,14.0
10144,ЮВАО,р-н Рязанский,96.47,4.569232079182462,3,2.0,20.0,False,False,Рязанский проспект,18,True,False,,False,True,True,Во двор,True,Без ремонта,False,,0.601223178190111,0.17518399502435988,16.9
10145,СЗАО,р-н Щукино,102.0,4.624972813284271,3,9.0,18.0,False,False,Панфиловская,6,True,False,Монолитный,True,True,False,Во двор,True,Без ремонта,False,9.0,0.5980392156862745,0.17647058823529413,18.0
10146,СЗАО,р-н Щукино,100.4,4.609162207257629,3,13.0,33.0,False,False,Щукинская,10,True,False,,True,True,True,На улицу и двор,True,Без ремонта,False,,0.796812749003984,,
10147,ЮЗАО,р-н Ломоносовский,110.0,4.700480365792417,3,25.0,27.0,False,False,Новые Черемушки,15,True,False,Монолитный,False,True,True,На улицу и двор,True,Без ремонта,False,3.0,0.6363636363636364,0.2727272727272727,30.0
10148,СЗАО,р-н Хорошево-Мневники,114.9,4.74406218485471,4,12.0,32.0,False,False,Октябрьское поле,5,False,True,Монолитный,True,True,False,Во двор,True,Без ремонта,False,3.0,0.7136640557006092,0.19147084421235858,22.0
10149,САО,р-н Хорошевский,100.0,4.605170185988092,3,6.0,24.0,False,False,ЦСКА,8,True,False,Монолитный,False,True,True,Во двор,True,Евроремонт,True,14.0,0.55,0.17,17.0
10150,ЮЗАО,р-н Зюзино,108.7,4.688591794127164,3,10.0,20.0,False,False,Чертановская,1,True,False,Монолитный,False,True,False,На улицу,False,Без ремонта,False,8.0,,,
10151,ЦАО,р-н Пресненский,109.4,4.695010889987881,3,16.0,20.0,False,False,Улица 1905 года,9,True,False,Монолитный,False,True,True,Во двор,True,Без ремонта,False,3.0,0.5484460694698354,0.12797074954296161,14.0
10152,ЗАО,р-н Тропарево-Никулино,108.0,4.68213122712422,3,6.0,17.0,False,False,Юго-Западная,10,True,False,Монолитный,False,False,True,,False,Косметический,True,19.0,0.5833333333333334,0.125,13.5
10153,ЮАО,р-н Нагатино-Садовники,103.1,4.635699391022914,3,6.0,33.0,False,False,Нагатинская,15,True,False,Монолитный,False,True,True,На улицу,False,Дизайнерский,True,8.0,0.6692531522793405,,
10154,ЗАО,р-н Тропарево-Никулино,100.7,4.612145799724517,3,6.0,12.0,False,False,Юго-Западная,10,True,False,,True,False,True,На улицу и двор,True,Без ремонта,False,,0.5332671300893744,0.12313803376365443,12.4
10155,СЗАО,р-н Щукино,120.0,4.787491742782046,3,18.0,35.0,False,False,Щукинская,10,True,False,Монолитный,True,True,False,Во двор,True,Дизайнерский,True,19.0,0.5,0.16666666666666666,20.0
10156,САО,р-н Хорошевский,100.0,4.605170185988092,3,6.0,24.0,False,False,ЦСКА,10,True,False,Монолитный,False,True,True,На улицу и двор,True,Евроремонт,True,14.0,0.55,0.2,20.0
10157,ЗАО,р-н Раменки,100.0,4.605170185988092,2,33.0,52.0,False,False,Ломоносовский проспект,5,False,True,Монолитный,False,True,False,Во двор,True,Дизайнерский,True,9.0,,,
10158,СЗАО,р-н Щукино,114.65,4.741884009303914,4,16.0,17.0,False,False,Панфиловская,6,True,False,Монолитный,True,True,True,Во двор,True,Без ремонта,False,9.0,,,
10159,ЦАО,р-н Арбат,100.0,4.605170185988092,4,3.0,5.0,False,False,Кропоткинская,5,True,False,Кирпичный,True,True,False,,False,,True,120.0,,,
10160,ЦАО,р-н Хамовники,102.8,4.632785353021065,2,12.0,14.0,False,False,Фрунзенская,3,True,False,,False,True,True,,False,Без ремонта,False,,0.5836575875486382,0.12159533073929961,12.5
10161,ВАО,р-н Перово,119.5,4.783316371371566,4,7.0,10.0,False,False,Перово,2,False,True,Кирпичный,False,False,True,На улицу,False,Евроремонт,True,62.0,0.702928870292887,0.08368200836820083,10.0
10162,ЗАО,р-н Крылатское,104.6,4.650143551630823,3,2.0,23.0,False,False,Крылатское,7,False,True,Монолитный,False,True,True,Во двор,True,Без ремонта,False,3.0,0.5009560229445507,0.17686424474187382,18.5
10163,ЮЗАО,р-н Ломоносовский,110.0,4.700480365792417,3,25.0,27.0,False,False,Новые Черемушки,24,True,False,Монолитный,False,True,True,На улицу и двор,True,Без ремонта,False,3.0,0.45454545454545453,0.14545454545454545,16.0
10164,ЗАО,р-н Тропарево-Никулино,107.7,4.679349584162343,3,6.0,17.0,False,False,Проспект Вернадского,4,False,True,Монолитный,True,True,True,,False,Косметический,True,19.0,0.5803156917363045,0.12349117920148561,13.3
10165,СЗАО,р-н Хорошево-Мневники,96.5,4.56954300834494,3,5.0,13.0,False,False,Зорге,14,False,True,Монолитный,True,True,False,На улицу,False,Евроремонт,True,14.0,0.5989637305699481,0.08290155440414508,8.0
10166,ЮАО,р-н Даниловский,106.0,4.663439094112067,3,5.0,12.0,False,False,Тульская,16,True,False,,True,True,True,Во двор,True,Без ремонта,False,,0.49433962264150944,0.13679245283018868,14.5
10167,СЗАО,р-н Хорошево-Мневники,104.7,4.651099117876491,4,5.0,21.0,False,False,Щукинская,10,False,True,,False,False,False,,False,Без ремонта,False,,,,
10168,ЗАО,р-н Очаково-Матвеевское,111.6,4.71492104994721,3,11.0,25.0,False,False,Славянский бульвар,6,False,True,Монолитный,False,True,True,На улицу,False,Евроремонт,True,15.0,0.31362007168458783,0.31362007168458783,35.0
10169,САО,р-н Хорошевский,110.91,4.70871906161665,3,2.0,12.0,False,False,Полежаевская,10,True,False,Монолитный,False,True,True,Во двор,True,Дизайнерский,True,16.0,0.46163556036425935,0.28581732936615273,31.7
10170,ЦАО,р-н Басманный,106.5,4.66814498514948,3,2.0,10.0,False,False,Красносельская,5,True,False,,False,False,False,,False,Дизайнерский,True,,,,
10171,ЗАО,р-н Очаково-Матвеевское,117.0,4.762173934797756,3,16.0,31.0,False,False,Славянский бульвар,15,True,False,Монолитный,False,False,True,На улицу,False,Дизайнерский,True,12.0,0.6581196581196581,,
10172,ЦАО,р-н Пресненский,114.6,4.741447804280639,3,2.0,21.0,False,False,Улица 1905 года,14,True,False,,False,True,True,На улицу и двор,True,Без ремонта,False,3.0,0.6108202443280978,,
10173,ЗАО,р-н Раменки,100.0,4.605170185988092,3,44.0,53.0,False,False,Парк Победы,29,True,False,Монолитный,False,True,False,Во двор,True,Дизайнерский,True,9.0,,0.18,18.0
10174,ЗАО,р-н Раменки,100.0,4.605170185988092,2,24.0,53.0,False,False,Ломоносовский проспект,4,False,True,Монолитный,True,True,False,Во двор,True,Дизайнерский,True,9.0,,0.18,18.0
10175,ЦАО,р-н Хамовники,98.4,4.589040804058207,3,8.0,11.0,False,False,Спортивная,8,True,False,,False,False,False,,False,,True,,,0.1524390243902439,15.0
10176,ЦАО,р-н Тверской,101.0,4.61512051684126,3,4.0,5.0,False,False,Менделеевская,6,True,False,,False,True,False,,False,Без ремонта,False,,0.6138613861386139,0.3465346534653465,35.0
10177,НАО (Новомосковский),Сосенское поселение,101.5,4.620058798481842,4,4.0,10.0,False,False,Прокшино,1,False,True,Монолитный,True,False,True,,False,Без ремонта,False,2.0,,,
10178,ЦАО,р-н Хамовники,120.0,4.787491742782046,4,8.0,12.0,False,False,Фрунзенская,7,True,False,,False,True,False,На улицу и двор,True,Дизайнерский,True,,,,
10179,НАО (Новомосковский),Внуковское поселение,99.0,4.59511985013459,4,18.0,25.0,False,False,Рассказовка,1,False,True,Панельный,True,False,True,,False,Косметический,True,7.0,,,
