,Цена за метр^2,Цена
255,312903.22580645164,9700000.0
256,346289.7526501767,9800000.0
257,291176.4705882353,9900000.0
258,329032.2580645161,10200000.0
259,298529.4117647059,10150000.0
260,301875.7327080891,10300000.0
261,355000.0,10650000.0
262,354838.70967741933,11000000.0
263,353697.74919614143,11000000.0
264,339233.0383480826,11500000.0
265,359375.0,11500000.0
266,379500.40625,12144013.0
267,348529.4117647059,11850000.0
268,367647.0588235294,12500000.0
269,390909.0909090909,12900000.0
270,472527.47252747254,12900000.0
271,371428.5714285714,13000000.0
272,441176.4705882353,15000000.0
273,385714.28571428574,13500000.0
274,320000.0,8000000.0
275,621153.8461538461,16150000.0
276,296875.0,9500000.0
277,181739.13043478262,4180000.0
278,147058.82352941178,5000000.0
279,201166.18075801752,6900000.0
280,321428.5714285714,9000000.0
281,225483.87096774194,6990000.0
282,187878.78787878787,6200000.0
283,254687.5,8150000.0
284,196562.5,6290000.0
285,200000.0,4400000.0
286,196969.69696969696,6500000.0
287,201562.5,6450000.0
288,220000.0,6600000.0
289,233333.33333333334,7000000.0
290,256250.0,8200000.0
291,286195.2861952862,8500000.0
292,345714.28571428574,12100000.0
293,268750.0,8600000.0
294,132608.69565217392,3050000.0
295,188888.88888888888,3400000.0
296,180981.59509202454,2950000.0
297,225161.29032258064,3490000.0
298,180434.78260869565,4150000.0
299,221212.12121212122,3650000.0
300,270588.23529411765,4140000.0
301,201327.43362831857,4550000.0
302,205952.38095238095,5190000.0
303,160120.84592145015,5300000.0
304,187272.72727272726,5150000.0
305,218106.99588477367,5300000.0
306,239130.4347826087,5500000.0
307,170028.81844380402,5900000.0
308,307692.3076923077,5600000.0
309,268609.865470852,5990000.0
310,207744.10774410775,6170000.0
311,203125.0,6500000.0
312,218750.0,7000000.0
313,216981.1320754717,6900000.0
314,218750.0,7000000.0
315,261029.4117647059,7100000.0
316,218181.81818181818,7200000.0
317,205714.2857142857,7200000.0
318,250000.0,7600000.0
319,228522.22917971195,7299000.0
320,224285.7142857143,7850000.0
321,229411.76470588235,7800000.0
322,240000.0,8400000.0
323,242857.14285714287,8500000.0
324,320000.0,9600000.0
325,289719.62616822426,9300000.0
326,347682.119205298,10500000.0
327,337931.0344827586,9800000.0
328,359375.0,11500000.0
329,376666.6666666667,11300000.0
330,140000.0,2590000.0
331,70791.66666666667,1699000.0
332,221428.57142857142,3100000.0
333,221428.57142857142,3100000.0
334,228571.42857142858,3200000.0
335,232638.88888888888,3350000.0
336,253676.4705882353,3450000.0
337,226666.66666666666,3400000.0
338,208982.0359281437,3490000.0
339,232666.66666666666,3490000.0
340,170731.70731707316,3500000.0
341,215151.51515151514,3550000.0
342,161702.12765957447,3800000.0
343,291869.918699187,3590000.0
344,118571.42857142857,4150000.0
345,206806.28272251307,3950000.0
346,128571.42857142857,4500000.0
347,210000.0,4200000.0
348,150000.0,4500000.0
349,219047.61904761905,4600000.0
350,165172.41379310345,4790000.0
351,316666.6666666667,4750000.0
352,260000.0,5200000.0
353,193878.32699619772,5099000.0
354,246445.49763033172,5200000.0
355,247619.04761904763,5200000.0
356,160606.0606060606,5300000.0
357,160606.0606060606,5300000.0
358,169696.9696969697,5600000.0
359,160000.0,5600000.0
360,172424.24242424243,5690000.0
361,162857.14285714287,5700000.0
362,179878.04878048782,5900000.0
363,178484.84848484848,5890000.0
364,175595.23809523808,5900000.0
365,176470.58823529413,6000000.0
366,196078.431372549,6000000.0
367,174000.0,6090000.0
368,185975.60975609758,6100000.0
369,187575.75757575757,6190000.0
370,267391.3043478261,6150000.0
371,178571.42857142858,6250000.0
372,180758.0174927114,6200000.0
373,195312.5,6250000.0
374,200000.0,6200000.0
375,202614.3790849673,6200000.0
376,193939.39393939395,6400000.0
377,189024.39024390245,6200000.0
378,182857.14285714287,6400000.0
379,185714.2857142857,6500000.0
380,185714.2857142857,6500000.0
381,185714.2857142857,6500000.0
382,199088.14589665656,6550000.0
383,201834.8623853211,6600000.0
384,201834.8623853211,6600000.0
385,194117.64705882352,6600000.0
386,197058.82352941178,6700000.0
387,191428.57142857142,6700000.0
388,195965.41786743514,6800000.0
389,212468.75,6799000.0
390,195965.41786743514,6800000.0
391,210978.59327217125,6899000.0
392,233333.33333333334,7000000.0
393,230000.0,6900000.0
394,218461.53846153847,7100000.0
395,231023.102310231,7000000.0
396,226006.19195046442,7300000.0
397,208568.57142857142,7299900.0
398,250000.0,7500000.0
399,221556.88622754492,7400000.0
400,254071.661237785,7800000.0
401,250000.0,7500000.0
402,250000.0,8000000.0
403,250000.0,7900000.0
404,317115.3846153846,8245000.0
405,256250.0,8200000.0
406,234285.7142857143,8200000.0
407,249240.12158054713,8200000.0
408,286101.69491525425,8440000.0
409,306620.2090592334,8800000.0
410,283227.8481012658,8950000.0
411,261764.70588235295,8900000.0
412,290123.4567901235,9400000.0
413,279411.76470588235,9500000.0
414,309677.4193548387,9600000.0
415,316666.6666666667,9500000.0
416,319032.2580645161,9890000.0
417,346289.7526501767,9800000.0
418,323529.4117647059,11000000.0
419,328285.71428571426,11490000.0
420,403225.8064516129,12500000.0
421,367647.0588235294,12500000.0
422,111940.29850746268,1500000.0
423,420294.1176470588,14290000.0
424,160000.0,1840000.0
425,89237.66816143498,1990000.0
426,100000.0,2000000.0
427,85000.0,2210000.0
428,241584.15841584158,2440000.0
429,160000.0,2400000.0
430,268421.05263157893,2550000.0
431,176666.66666666666,2650000.0
432,91200.0,2736000.0
433,158823.5294117647,2700000.0
434,146315.7894736842,2780000.0
435,261904.7619047619,2750000.0
436,163888.88888888888,2950000.0
437,198571.42857142858,2780000.0
438,229752.06611570247,2780000.0
439,226923.07692307694,2950000.0
440,85428.57142857143,2990000.0
441,173529.41176470587,2950000.0
442,153846.15384615384,3000000.0
443,200000.0,3000000.0
444,306000.0,3060000.0
445,234615.38461538462,3050000.0
446,233333.33333333334,3150000.0
447,91176.4705882353,3100000.0
448,107142.85714285714,3150000.0
449,210666.66666666666,3160000.0
450,227857.14285714287,3190000.0
451,245384.61538461538,3190000.0
452,344086.0215053763,3200000.0
453,237037.03703703705,3200000.0
454,103225.80645161291,3200000.0
455,152380.95238095237,3200000.0
456,278260.8695652174,3200000.0
457,237037.03703703705,3200000.0
458,246153.84615384616,3200000.0
459,240740.74074074073,3250000.0
460,147727.27272727274,3250000.0
461,117074.92795389048,3250000.0
462,141304.34782608695,3250000.0
463,232142.85714285713,3250000.0
464,94555.87392550144,3300000.0
465,141304.34782608695,3250000.0
466,351063.829787234,3300000.0
467,143478.26086956522,3300000.0
468,351063.829787234,3300000.0
469,351063.829787234,3300000.0
470,235714.2857142857,3300000.0
471,352631.5789473684,3350000.0
472,223333.33333333334,3350000.0
473,115254.2372881356,3400000.0
474,115254.2372881356,3400000.0
475,164251.20772946862,3400000.0
476,265384.6153846154,3450000.0
477,226666.66666666666,3400000.0
478,253676.4705882353,3450000.0
479,134038.46153846153,3485000.0
480,253676.4705882353,3450000.0
481,150000.0,3450000.0
482,124821.42857142857,3495000.0
483,116333.33333333333,3490000.0
484,250000.0,3500000.0
485,152173.91304347827,3500000.0
486,120000.0,3540000.0
487,368421.05263157893,3500000.0
488,122377.62237762238,3500000.0
489,119047.61904761905,3500000.0
490,250000.0,3500000.0
491,233333.33333333334,3500000.0
492,186842.1052631579,3550000.0
493,110937.5,3550000.0
494,132840.9594095941,3599990.0
495,199444.44444444444,3590000.0
496,232258.06451612903,3600000.0
497,371134.0206185567,3600000.0
498,225000.0,3600000.0
499,141379.3103448276,4100000.0
500,112500.0,3600000.0
501,124137.93103448275,3600000.0
502,126760.5633802817,3600000.0
503,171428.57142857142,3600000.0
504,135185.1851851852,3650000.0
505,128070.17543859649,3650000.0
506,127622.37762237762,3650000.0
507,190104.1666666667,3650000.0
508,175714.2857142857,3690000.0
509,135925.92592592593,3670000.0
510,127586.20689655172,3700000.0
511,185000.0,3700000.0
512,200000.0,3700000.0
513,385416.6666666667,3700000.0
514,160869.5652173913,3700000.0
515,185000.0,3700000.0
516,127278.98176814585,3700000.0
517,148000.0,3700000.0
518,119354.83870967742,3700000.0
519,206043.95604395604,3750000.0
520,250000.0,3750000.0
521,235849.05660377358,3750000.0
522,211111.11111111112,3800000.0
523,184466.0194174757,3800000.0
524,400000.0,3800000.0
525,134982.33215547702,3820000.0
526,126666.66666666667,3800000.0
527,271428.5714285714,3800000.0
528,190000.0,3800000.0
529,126666.66666666667,3800000.0
530,138489.2086330935,3850000.0
531,234756.09756097564,3850000.0
532,134615.3846153846,3850000.0
533,205263.15789473685,3900000.0
534,205263.15789473685,3900000.0
535,203125.0,3900000.0
536,229411.76470588235,3900000.0
537,179545.45454545456,3950000.0
538,147388.05970149254,3950000.0
539,171739.13043478262,3950000.0
540,188095.2380952381,3950000.0
541,123437.5,3950000.0
542,142857.14285714287,4000000.0
543,235294.11764705883,4000000.0
544,140350.87719298244,4000000.0
545,200000.0,4000000.0
546,222222.22222222222,4000000.0
547,232558.13953488372,4000000.0
548,157698.28926905134,4056000.0
549,143706.2937062937,4110000.0
550,227777.77777777778,4100000.0
551,141038.87168902648,4100000.0
552,238372.09302325582,4100000.0
553,273856.2091503268,4190000.0
554,155518.5185185185,4199000.0
555,289586.2068965517,4199000.0
556,210500.0,4210000.0
557,120000.0,4200000.0
558,247058.82352941178,4200000.0
559,210500.0,4210000.0
560,300000.0,4200000.0
561,262500.0,4200000.0
562,144827.58620689655,4200000.0
563,141666.66666666666,4250000.0
564,135759.49367088606,4290000.0
565,283333.3333333333,4250000.0
566,238888.88888888888,4300000.0
567,191111.11111111112,4300000.0
568,232526.8817204301,4325000.0
569,122857.14285714286,4300000.0
570,241666.66666666666,4350000.0
571,215346.53465346535,4350000.0
572,173514.16035101714,4350000.0
574,244444.44444444444,4400000.0
575,200000.0,4400000.0
576,210900.47393364928,4450000.0
577,211904.7619047619,4450000.0
578,346153.8461538461,4500000.0
579,195652.1739130435,4500000.0
580,168333.33333333334,4545000.0
581,223880.59701492536,4500000.0
582,214285.7142857143,4500000.0
583,128571.42857142857,4500000.0
584,181726.33695215118,4519534.0
585,269117.64705882355,4575000.0
586,185714.2857142857,4550000.0
587,189583.33333333334,4550000.0
588,206818.18181818182,4550000.0
589,162500.0,4550000.0
590,353076.92307692306,4590000.0
591,356589.1472868217,4600000.0
592,184000.0,4600000.0
593,148387.09677419355,4600000.0
594,184000.0,4600000.0
595,202173.91304347827,4650000.0
596,163157.8947368421,4650000.0
597,184012.66323703996,4650000.0
598,185375.49407114624,4690000.0
599,183794.46640316205,4650000.0
600,132857.14285714287,4650000.0
601,183794.46640316205,4650000.0
602,232500.0,4650000.0
603,183794.46640316205,4650000.0
604,183794.46640316205,4650000.0
605,170289.85507246375,4700000.0
606,223809.52380952382,4700000.0
607,206140.35087719298,4700000.0
608,197731.95876288658,4795000.0
609,250000.0,4750000.0
610,213636.36363636365,4700000.0
611,192000.0,4800000.0
612,252631.57894736843,4800000.0
613,166666.66666666666,4800000.0
614,177777.77777777778,4800000.0
615,237623.76237623763,4800000.0
616,144345.23809523808,4850000.0
617,194444.44444444444,4900000.0
618,213043.47826086957,4900000.0
619,144117.64705882352,4900000.0
620,185606.0606060606,4900000.0
621,194444.44444444444,4900000.0
622,233333.33333333334,4900000.0
623,178181.81818181818,4900000.0
624,167121.41882673942,4900000.0
625,210300.42918454934,4900000.0
626,188461.53846153847,4900000.0
627,249950.0,4999000.0
628,250753.76884422114,4990000.0
629,248756.21890547263,5000000.0
630,142857.14285714287,5000000.0
631,283333.3333333333,5100000.0
632,161904.7619047619,5100000.0
633,177586.2068965517,5150000.0
634,236111.1111111111,5100000.0
635,188888.88888888888,5100000.0
636,156060.60606060605,5150000.0
637,198076.92307692306,5150000.0
638,147142.85714285713,5150000.0
639,216386.55462184874,5150000.0
640,219148.93617021278,5150000.0
641,191176.4705882353,5200000.0
642,216386.55462184874,5150000.0
643,388059.7014925373,5200000.0
644,201550.3875968992,5200000.0
645,236363.63636363635,5200000.0
646,157575.75757575757,5200000.0
647,260000.0,5200000.0
648,185714.2857142857,5200000.0
649,149425.28735632185,5200000.0
650,185714.2857142857,5200000.0
651,153043.47826086957,5280000.0
652,162500.0,5200000.0
653,262500.0,5250000.0
654,210000.0,5250000.0
655,164062.5,5250000.0
656,182926.8292682927,5250000.0
657,265000.0,5300000.0
658,160606.0606060606,5300000.0
659,170967.74193548388,5300000.0
660,151428.57142857142,5300000.0
661,152737.75216138328,5300000.0
662,240909.0909090909,5300000.0
663,189285.7142857143,5300000.0
664,171799.02755267423,5300000.0
665,196691.17647058825,5350000.0
666,162121.21212121213,5350000.0
667,167187.5,5350000.0
668,252358.49056603774,5350000.0
669,154285.7142857143,5400000.0
670,155523.2558139535,5350000.0
671,209302.32558139533,5400000.0
672,154285.7142857143,5400000.0
673,165137.61467889906,5400000.0
674,157894.73684210525,5400000.0
675,178217.82178217822,5400000.0
676,168750.0,5400000.0
677,180602.0066889632,5400000.0
678,177631.57894736843,5400000.0
679,274500.0,5490000.0
680,229125.0,5499000.0
681,232025.31645569621,5499000.0
682,166666.66666666666,5500000.0
683,226337.44855967077,5500000.0
684,157142.85714285713,5500000.0
685,306629.83425414364,5550000.0
686,157142.85714285713,5500000.0
687,163450.2923976608,5590000.0
688,161764.70588235295,5500000.0
689,169753.0864197531,5500000.0
690,157142.85714285713,5500000.0
691,222000.0,5550000.0
692,165662.65060240962,5500000.0
693,396428.5714285714,5550000.0
694,220000.0,5500000.0
695,159883.72093023258,5500000.0
696,289473.6842105263,5500000.0
697,183333.33333333334,5500000.0
698,297297.2972972973,5500000.0
699,171875.0,5500000.0
700,189655.1724137931,5500000.0
701,167682.9268292683,5500000.0
702,220000.0,5500000.0
703,177419.35483870967,5500000.0
704,166666.66666666666,5500000.0
705,261904.7619047619,5500000.0
706,169666.66666666666,5599000.0
707,323529.4117647059,5500000.0
708,175159.23566878983,5500000.0
709,168711.6564417178,5500000.0
710,169753.0864197531,5500000.0
711,159883.72093023258,5500000.0
712,157142.85714285713,5500000.0
713,171875.0,5500000.0
714,175548.5893416928,5600000.0
715,166666.66666666666,5500000.0
716,169696.9696969697,5600000.0
717,164222.87390029326,5600000.0
718,215384.61538461538,5600000.0
719,224000.0,5600000.0
720,171253.8226299694,5600000.0
721,270531.4009661836,5600000.0
722,273170.73170731706,5600000.0
723,215384.61538461538,5600000.0
724,175000.0,5600000.0
725,307692.3076923077,5600000.0
726,164705.88235294117,5600000.0
727,170731.7073170732,5600000.0
728,160000.0,5600000.0
729,162318.84057971014,5600000.0
730,160000.0,5600000.0
731,175000.0,5600000.0
732,166176.4705882353,5650000.0
733,176562.5,5650000.0
734,171212.12121212122,5650000.0
735,179936.3057324841,5650000.0
736,176562.5,5650000.0
737,161428.57142857142,5650000.0
738,169161.6766467066,5650000.0
739,168656.71641791044,5650000.0
740,285000.0,5700000.0
741,172727.27272727274,5700000.0
742,162857.14285714287,5700000.0
743,171212.12121212122,5650000.0
744,173252.27963525837,5700000.0
745,181992.33716475096,5700000.0
746,178125.0,5700000.0
747,228000.0,5700000.0
748,173147.02308626974,5700000.0
749,164265.1296829971,5700000.0
750,172727.27272727274,5700000.0
751,178125.0,5700000.0
752,200704.2253521127,5700000.0
753,167647.0588235294,5700000.0
754,283300.19880715705,5700000.0
755,189368.7707641196,5700000.0
756,254464.28571428574,5700000.0
757,176470.58823529413,5700000.0
758,289340.10152284265,5700000.0
759,255605.38116591927,5700000.0
760,164265.1296829971,5700000.0
761,162857.14285714287,5700000.0
762,174242.42424242425,5750000.0
763,176993.86503067485,5770000.0
764,221153.84615384616,5750000.0
765,182075.4716981132,5790000.0
766,175727.27272727274,5799000.0
767,221153.84615384616,5750000.0
768,169018.2245737801,5750000.0
769,175727.27272727274,5799000.0
770,227272.72727272726,5750000.0
771,185483.87096774194,5750000.0
772,169117.64705882352,5750000.0
773,170294.11764705883,5790000.0
774,241666.66666666666,5800000.0
775,223076.92307692306,5800000.0
776,192052.98013245035,5800000.0
777,175757.57575757575,5800000.0
778,229249.0118577075,5800000.0
779,287413.28047571855,5800000.0
780,169590.6432748538,5800000.0
781,170588.23529411765,5800000.0
782,254385.9649122807,5800000.0
783,177914.11042944784,5800000.0
784,170588.23529411765,5800000.0
785,193333.33333333334,5800000.0
786,177914.11042944784,5800000.0
787,184126.9841269841,5800000.0
788,174174.1741741742,5800000.0
789,167630.0578034682,5800000.0
790,199312.7147766323,5800000.0
791,181250.0,5800000.0
792,184126.9841269841,5800000.0
793,207142.85714285713,5800000.0
794,225000.0,5850000.0
795,175757.57575757575,5800000.0
796,272093.0232558139,5850000.0
797,172058.82352941178,5850000.0
798,182812.5,5850000.0
799,226538.46153846153,5890000.0
800,177811.55015197568,5850000.0
801,288177.3399014778,5850000.0
802,179447.8527607362,5850000.0
803,178353.65853658537,5850000.0
804,194352.15946843853,5850000.0
805,265749.77817213844,5990000.0
806,295000.0,5900000.0
807,188498.40255591055,5900000.0
808,174556.2130177515,5900000.0
809,279620.8530805687,5900000.0
810,182621.9512195122,5990000.0
811,180303.0303030303,5950000.0
812,175595.23809523808,5900000.0
813,245833.33333333334,5900000.0
814,214285.67857142858,5999999.0
815,179331.30699088148,5900000.0
816,258695.65217391305,5950000.0
817,235434.95610534717,5900000.0
818,172463.76811594202,5950000.0
819,196369.63696369636,5950000.0
820,196666.66666666666,5900000.0
821,256521.73913043478,5900000.0
822,254310.3448275862,5900000.0
823,191373.8019169329,5990000.0
824,168571.42857142858,5900000.0
825,182515.33742331289,5950000.0
826,230384.61538461538,5990000.0
827,174635.56851311954,5990000.0
828,196666.66666666666,5900000.0
829,171014.4927536232,5900000.0
830,210247.34982332154,5950000.0
831,181515.15151515152,5990000.0
832,175074.18397626112,5900000.0
833,181538.46153846153,5900000.0
834,199966.66666666666,5999000.0
835,168571.42857142858,5900000.0
836,210714.2857142857,5900000.0
837,178787.87878787878,5900000.0
838,196666.66666666666,5900000.0
839,256521.73913043478,5900000.0
840,200635.45150501674,5999000.0
841,184375.0,5900000.0
842,176470.5588235294,5999999.0
843,171428.57142857142,6000000.0
844,182370.82066869302,6000000.0
845,171428.57142857142,6000000.0
846,207612.45674740485,6000000.0
847,206551.72413793104,5990000.0
848,181818.18181818182,6000000.0
849,187500.0,6000000.0
850,333333.3333333333,6000000.0
851,171428.57142857142,6000000.0
852,169740.63400576368,5890000.0
853,176470.58823529413,6000000.0
854,187500.0,6000000.0
855,171428.57142857142,6000000.0
856,187500.0,6000000.0
857,171428.57142857142,6000000.0
858,185758.51393188856,6000000.0
859,196078.431372549,6000000.0
860,172413.7931034483,6000000.0
861,196078.431372549,6000000.0
862,181818.18181818182,6000000.0
863,175438.59649122806,6000000.0
864,196721.31147540984,6000000.0
865,188087.77429467085,6000000.0
866,200000.0,6000000.0
867,267105.2631578947,6090000.0
868,187306.50154798763,6050000.0
869,184545.45454545456,6090000.0
870,184848.48484848486,6100000.0
871,187692.3076923077,6100000.0
872,184848.48484848486,6100000.0
873,196774.1935483871,6100000.0
874,185975.60975609758,6100000.0
875,203333.33333333334,6100000.0
876,175685.7142857143,6149000.0
877,174285.7142857143,6100000.0
878,321052.63157894736,6100000.0
879,182089.55223880598,6100000.0
880,174285.7142857143,6100000.0
881,193650.79365079364,6100000.0
882,174285.7142857143,6100000.0
883,178362.5730994152,6100000.0
884,232824.42748091603,6100000.0
885,186335.40372670806,6000000.0
886,187692.3076923077,6100000.0
887,283720.93023255817,6100000.0
888,174285.7142857143,6100000.0
889,203333.33333333334,6100000.0
890,240157.48031496065,6100000.0
891,185800.60422960724,6150000.0
892,200000.0,6100000.0
893,186363.63636363635,6150000.0
894,198387.09677419355,6150000.0
895,192812.5,6170000.0
896,267391.3043478261,6150000.0
897,205000.0,6150000.0
898,187575.75757575757,6190000.0
899,193718.75,6199000.0
900,175714.2857142857,6150000.0
901,179824.56140350876,6150000.0
902,300000.0,6150000.0
903,187848.48484848486,6199000.0
