,Цена за метр^2,Площадь лог,Округ,Район,Первый этаж,Последний этаж,Расстояние до метро (ед),Расстояние указано пешком,Расстояние указано на транспорте,Указан раздельный санузел,Несколько санузлов,Балкон указан,Окна во двор,Наличие ремонта,Возраст дома,Доля жилой площади,Доля куханной площади
2994,190000.0,3.912023005428146,ЮЗАО,р-н Южное Бутово,False,False,,False,False,True,False,True,False,True,,,
2995,182692.3076923077,3.9512437185814275,ЮАО,р-н Братеево,False,False,1,False,True,True,False,True,False,True,34.0,,
2996,196214.57489878542,3.899950424193877,ЮЗАО,р-н Теплый Стан,False,False,3,True,False,False,False,False,True,True,,0.562753036437247,0.20445344129554655
2997,189688.7159533074,3.9396381724611196,НАО (Новомосковский),Внуковское поселение,False,True,1,False,True,True,False,True,False,True,6.0,,0.17509727626459146
2998,210970.46413502112,3.858622228701031,ЗАО,р-н Можайский,True,False,1,False,True,False,False,False,False,True,53.0,0.4746835443037975,0.2109704641350211
2999,181481.4814814815,3.9889840465642745,НАО (Новомосковский),Внуковское поселение,True,False,1,False,True,True,False,True,False,True,7.0,,
3000,187382.29755178906,3.9721769282478934,СВАО,р-н Лосиноостровский,False,False,3,False,True,False,False,True,True,True,48.0,0.6817325800376648,0.0903954802259887
3001,212340.4255319149,3.8501476017100584,САО,р-н Сокол,True,False,10,True,False,True,False,True,True,True,54.0,0.6085106382978723,0.15319148936170213
3002,189560.43956043955,4.000033882750859,ЮАО,р-н Орехово-Борисово Северное,False,False,15,True,False,True,False,True,True,True,36.0,0.5201465201465201,0.22893772893772893
3003,205159.36254980078,3.9160150266976834,СЗАО,р-н Строгино,False,False,7,False,True,True,False,True,True,True,39.0,0.603585657370518,0.16533864541832669
3004,190909.0909090909,4.007333185232471,ЮВАО,р-н Текстильщики,False,False,1,False,True,True,False,True,False,True,61.0,0.6,0.14181818181818182
3005,196296.2962962963,3.9889840465642745,НАО (Новомосковский),Коммунарка поселок,False,False,6,False,True,False,False,False,False,True,,,
3006,201818.18181818182,4.007333185232471,ЗАО,р-н Солнцево,False,False,3,False,True,True,True,False,False,True,,0.37454545454545457,0.38909090909090904
3007,209240.74074074073,3.9889840465642745,ЗАО,р-н Фили-Давыдково,False,False,5,False,True,False,False,True,True,True,37.0,0.5259259259259259,0.2037037037037037
3008,221176.4705882353,3.9318256327243257,ЗАО,р-н Очаково-Матвеевское,False,False,1,False,True,True,False,True,False,True,16.0,,
3009,203636.36363636365,4.007333185232471,ВАО,р-н Перово,False,True,1,False,True,False,False,False,False,True,61.0,0.6363636363636364,0.18181818181818182
3010,210622.7106227106,4.000033882750859,ЗАО,р-н Солнцево,False,False,1,False,True,True,True,True,False,True,,,
3011,216792.45283018867,3.970291913552122,СЗАО,р-н Южное Тушино,False,False,6,True,False,True,False,True,True,True,38.0,0.5660377358490566,0.16226415094339622
3012,240000.0,3.8691155044168695,ЗАО,р-н Можайский,False,False,15,True,False,True,False,True,True,False,3.0,0.4864300626304802,0.26722338204592905
3013,256521.73913043478,3.828641396489095,ЦАО,р-н Таганский,False,False,1,False,True,True,False,True,False,True,46.0,0.6,0.1391304347826087
3014,250000.0,3.8372994592322094,ЗАО,р-н Раменки,False,False,12,True,False,True,False,True,True,True,3.0,0.3771551724137931,0.2456896551724138
3015,214545.45454545456,4.007333185232471,ЮЗАО,р-н Котловка,False,False,1,False,True,True,False,True,False,True,61.0,,
3016,242424.24242424243,3.901972669574645,ЗАО,р-н Тропарево-Никулино,False,False,5,False,True,False,False,True,False,True,15.0,0.5717171717171717,0.21010101010101012
3017,224074.07407407407,3.9889840465642745,ЮАО,р-н Нагатинский затон,False,False,1,False,True,False,False,True,False,True,57.0,,
3018,228277.15355805244,3.977810745966149,ЮВАО,р-н Рязанский,False,False,1,False,True,True,False,True,False,True,14.0,0.599250936329588,0.17228464419475656
3019,245098.03921568627,3.9318256327243257,ЮЗАО,р-н Черемушки,False,False,1,False,True,True,False,True,False,True,28.0,,
3020,231977.8188539741,3.9908341858524357,ЗАО,р-н Раменки,False,False,1,False,True,False,False,True,False,True,39.0,0.5268022181146026,0.2680221811460259
3021,235849.05660377358,3.970291913552122,САО,р-н Хорошевский,False,False,1,False,True,True,False,False,False,True,10.0,0.4358490566037736,0.19433962264150945
3022,249520.1535508637,3.9531649487593215,ЮЗАО,р-н Ломоносовский,False,False,10,True,False,True,False,True,True,True,50.0,0.6122840690978887,0.15930902111324377
3023,259405.94059405942,3.9219733362813143,ЗАО,р-н Фили-Давыдково,False,False,10,True,False,True,False,False,True,True,23.0,0.6079207920792079,0.16435643564356436
3024,267190.56974459725,3.929862923556477,ЗАО,р-н Кунцево,False,False,5,False,True,False,False,True,False,True,16.0,0.275049115913556,
3025,274509.8039215686,3.9318256327243257,СЗАО,р-н Щукино,False,False,1,False,True,False,False,True,False,True,84.0,0.5294117647058824,0.1568627450980392
3026,303191.4893617021,3.8501476017100584,СЗАО,р-н Хорошево-Мневники,False,False,5,False,True,False,False,True,False,True,,0.40425531914893614,0.3191489361702128
3027,285714.28571428574,3.8918202981106265,СЗАО,р-н Хорошево-Мневники,False,False,4,False,True,True,False,True,True,False,,,
3028,270244.8210922787,3.9721769282478934,ЗАО,р-н Раменки,False,False,1,False,True,True,False,True,False,True,20.0,0.5649717514124294,0.1807909604519774
3029,279729.72972972976,3.9473901492654373,ЗАО,р-н Проспект Вернадского,False,False,10,True,False,True,False,True,True,True,3.0,0.5675675675675675,0.1698841698841699
3030,268518.51851851854,3.9889840465642745,СВАО,р-н Алексеевский,False,False,1,False,True,True,False,True,False,True,60.0,0.6111111111111112,0.16666666666666666
3031,303534.3035343035,3.8732821771117156,ЦАО,р-н Пресненский,False,False,1,False,True,False,False,False,False,True,109.0,,
3032,319565.2173913043,3.828641396489095,ЮЗАО,р-н Обручевский,False,False,1,False,True,True,False,True,False,True,19.0,0.5652173913043478,0.17391304347826086
3033,282388.8888888889,3.9889840465642745,ЮЗАО,р-н Ломоносовский,False,False,12,True,False,False,False,False,False,True,,0.6296296296296297,0.18518518518518517
3034,300000.0,3.912023005428146,ЗАО,р-н Тропарево-Никулино,False,False,5,False,True,False,False,True,True,False,9.0,0.4,0.22
3035,322916.6666666667,3.871201010907891,СЗАО,р-н Хорошево-Мневники,False,False,13,True,False,False,False,False,True,True,,,
3036,304554.2635658915,3.9435216724875173,САО,р-н Хорошевский,False,False,9,True,False,False,False,True,False,False,2.0,0.4341085271317829,0.2945736434108527
3037,294038.7481371088,3.9830404926634264,ЮЗАО,р-н Ломоносовский,False,False,8,True,False,True,False,True,True,False,1.0,0.519746646795827,0.22168405365126678
3038,324000.0,3.912023005428146,ЦАО,р-н Пресненский,False,False,10,True,False,False,False,False,False,False,2.0,0.6,0.24
3039,314814.81481481483,3.9889840465642745,САО,р-н Войковский,False,False,1,False,True,True,False,True,False,True,58.0,0.7592592592592593,0.14814814814814814
3040,341130.60428849905,3.937690752176724,ЦАО,р-н Басманный,True,False,7,True,False,True,True,True,True,True,,0.7076023391812866,
3041,314545.45454545453,4.007333185232471,ЦАО,р-н Таганский,False,False,4,True,False,False,False,True,True,True,55.0,,
3042,324074.0740740741,3.9889840465642745,ЮЗАО,р-н Гагаринский,False,False,15,True,False,True,False,False,False,True,63.0,0.3888888888888889,0.3333333333333333
3043,339622.641509434,3.970291913552122,ЮАО,р-н Донской,True,False,13,False,True,True,False,False,False,True,66.0,0.6792452830188679,0.1320754716981132
3044,360000.0,3.912023005428146,ЗАО,р-н Раменки,False,False,1,False,True,True,False,True,False,True,6.0,,0.44
3045,373991.93548387097,3.903990833730882,ЦАО,р-н Пресненский,False,False,1,False,True,False,False,False,False,True,2.0,,
3046,623165.6184486373,3.8649313978942956,ЗАО,р-н Дорогомилово,False,False,1,False,True,True,False,True,False,False,,,
3047,176086.95652173914,3.828641396489095,СВАО,р-н Северный,False,False,15,False,True,True,False,True,False,True,49.0,0.6304347826086957,0.13043478260869565
3048,89021.73913043478,3.828641396489095,ТАО (Троицкий),Краснопахорское поселение,True,False,,False,False,False,False,False,False,True,,0.8695652173913043,
3049,107407.4074074074,3.9889840465642745,НАО (Новомосковский),Филимонковское поселение,False,False,15,False,True,False,False,True,False,False,,0.5740740740740741,0.18518518518518517
3050,90672.45119305857,3.8308129500026027,ТАО (Троицкий),Первомайское поселение,False,True,30,False,True,True,False,True,True,False,,0.6941431670281996,0.2603036876355748
3051,135849.05660377358,3.970291913552122,ТАО (Троицкий),Троицк,False,True,20,False,True,False,False,True,False,True,22.0,0.5849056603773585,0.16981132075471697
3052,143750.0,3.871201010907891,НАО (Новомосковский),Внуковское поселение,False,False,20,True,False,False,False,True,False,True,,0.375,0.25416666666666665
3053,148000.0,3.912023005428146,НАО (Новомосковский),Сосенское поселение,False,False,7,True,False,True,False,True,True,False,,0.6,0.18
3054,154166.66666666666,3.871201010907891,ЮВАО,р-н Выхино-Жулебино,True,False,8,False,True,False,False,False,False,True,51.0,0.6666666666666666,0.19791666666666666
3055,159782.60869565216,3.828641396489095,НАО (Новомосковский),Сосенское поселение,False,False,20,True,False,True,False,False,False,True,,0.6521739130434783,0.18043478260869567
3056,161392.40506329114,3.858622228701031,НАО (Новомосковский),Коммунарка поселок,False,False,1,False,True,False,False,True,False,True,6.0,,
3057,150000.0,3.949318790171843,ЗАО,р-н Можайский,False,False,15,False,True,True,False,False,True,True,5.0,0.6628131021194605,
3058,142458.1005586592,3.983413001514819,НАО (Новомосковский),Десеновское поселение,False,False,15,False,True,True,False,True,False,True,6.0,0.5959031657355679,0.17318435754189945
3059,148960.30245746693,3.9684033388642534,ЮАО,р-н Бирюлево Восточное,False,False,20,False,True,True,False,True,False,True,37.0,0.6049149338374291,0.17013232514177695
3060,146296.2962962963,3.9889840465642745,САО,р-н Молжаниновский,False,False,15,False,True,True,False,True,False,True,7.0,0.5925925925925926,0.16666666666666666
3061,163599.18200409,3.8897773964808264,САО,р-н Дмитровский,False,True,1,False,True,True,False,True,False,False,41.0,0.6932515337423313,0.12269938650306748
3062,153846.15384615384,3.9512437185814275,ЮВАО,р-н Некрасовка,False,False,7,True,False,True,False,True,False,True,3.0,0.5769230769230769,0.19230769230769232
3063,170212.7659574468,3.8501476017100584,НАО (Новомосковский),Московский поселение,False,False,13,True,False,False,False,False,False,True,,0.5106382978723404,0.2127659574468085
3064,151851.85185185185,3.9889840465642745,ЮАО,р-н Орехово-Борисово Южное,True,False,4,False,True,True,False,False,False,True,34.0,0.5925925925925926,0.16666666666666666
3065,152094.71766848816,4.005513348515485,ЮВАО,р-н Некрасовка,False,False,1,False,True,True,False,True,False,True,7.0,,
3066,160680.5293005671,3.9684033388642534,ЗАО,р-н Ново-Переделкино,False,False,7,False,True,True,False,True,False,True,29.0,0.5860113421550095,0.17013232514177695
3067,177432.71221532093,3.877431560658527,САО,р-н Аэропорт,True,False,14,True,False,True,False,True,False,True,52.0,0.6045548654244307,0.13457556935817805
3068,156363.63636363635,4.007333185232471,СВАО,р-н Северный,False,False,5,False,True,True,False,True,False,True,12.0,0.5181818181818182,0.18181818181818182
3069,163533.83458646617,3.9740583963475986,НАО (Новомосковский),Коммунарка поселок,False,False,6,False,True,True,False,False,False,True,,0.3966165413533835,0.34962406015037595
3070,165849.05660377358,3.970291913552122,ЮЗАО,р-н Ясенево,False,True,10,True,False,True,False,True,True,True,44.0,0.6509433962264151,0.11320754716981132
3071,195652.1739130435,3.828641396489095,ЮВАО,р-н Южнопортовый,True,False,5,True,False,True,False,False,False,True,93.0,0.6521739130434783,0.13043478260869565
3072,171814.67181467183,3.9473901492654373,СВАО,р-н Северный,False,True,5,False,True,True,False,True,False,True,12.0,0.5926640926640927,0.1969111969111969
3073,176938.36978131213,3.9180050771056933,ЮЗАО,р-н Южное Бутово,False,False,9,True,False,True,False,True,True,True,20.0,0.5825049701789264,0.16302186878727634
3074,176245.21072796933,3.955082494888593,ЮВАО,р-н Некрасовка,False,False,11,True,False,True,False,True,False,True,2.0,0.5459770114942528,0.18773946360153257
3075,177820.2676864245,3.9569963710708773,СВАО,р-н Отрадное,False,False,14,True,False,True,False,True,False,True,41.0,0.6692160611854685,0.15296367112810708
3076,181800.39138943248,3.933784497209659,ЗАО,р-н Солнцево,False,False,12,True,False,True,False,True,False,True,7.0,0.5929549902152642,0.1761252446183953
3077,190816.32653061225,3.8918202981106265,САО,р-н Восточное Дегунино,False,False,7,False,True,False,False,True,False,True,14.0,0.7346938775510204,0.16326530612244897
3078,186274.50980392157,3.9318256327243257,САО,р-н Дмитровский,False,False,1,False,True,True,False,True,False,True,2.0,0.5882352941176471,0.17647058823529413
3079,179245.28301886792,3.970291913552122,ЮАО,р-н Царицыно,False,False,14,True,False,True,False,True,False,True,43.0,0.6226415094339622,0.16981132075471697
3080,182692.3076923077,3.9512437185814275,ЮВАО,р-н Рязанский,False,False,1,False,True,False,False,True,False,True,30.0,0.5961538461538461,0.17307692307692307
3081,177902.62172284644,3.977810745966149,ЗАО,р-н Ново-Переделкино,False,False,5,True,False,False,False,False,False,True,,,
3082,206382.97872340426,3.8501476017100584,ЮАО,р-н Чертаново Южное,False,False,5,True,False,False,False,False,True,True,4.0,0.5191489361702127,0.21702127659574466
3083,181818.18181818182,4.007333185232471,ЮАО,р-н Царицыно,False,True,5,True,False,True,False,True,True,True,47.0,0.6545454545454545,0.21818181818181817
3084,181818.18181818182,4.007333185232471,НАО (Новомосковский),Внуковское поселение,True,False,,False,False,False,False,True,False,True,7.0,0.509090909090909,0.18181818181818182
3085,207188.16067653277,3.856510295497887,СВАО,р-н Бабушкинский,True,False,5,True,False,True,False,True,True,True,42.0,0.5919661733615222,0.19027484143763215
3086,194400.0,3.9531649487593215,ЗАО,р-н Крылатское,False,False,7,False,True,True,False,True,True,False,3.0,0.3857965451055662,0.2514395393474088
3087,184545.45454545456,4.007333185232471,СВАО,р-н Лосиноостровский,False,False,10,False,True,True,False,True,False,True,61.0,0.6454545454545455,0.14727272727272728
3088,194400.0,3.9684033388642534,ЗАО,р-н Крылатское,False,False,7,False,True,True,False,True,True,False,3.0,0.3799621928166352,0.24763705103969755
3089,191176.4705882353,3.996364153861897,ВАО,р-н Измайлово,False,True,15,True,False,False,False,False,False,True,62.0,0.5716911764705883,0.15625
3090,190740.74074074073,3.9889840465642745,СВАО,р-н Лианозово,False,False,13,True,False,True,False,True,False,True,34.0,0.5555555555555556,0.14814814814814814
3091,189560.43956043955,4.000033882750859,ЮАО,р-н Орехово-Борисово Северное,False,False,13,True,False,True,False,True,False,True,36.0,0.5201465201465201,0.21978021978021978
3092,190909.0909090909,4.007333185232471,ЮАО,р-н Царицыно,True,False,7,True,False,True,False,False,True,True,53.0,0.6745454545454546,0.10909090909090909
3093,208576.99805068228,3.937690752176724,ЗАО,р-н Солнцево,False,False,7,True,False,False,False,False,False,True,,0.594541910331384,0.19103313840155947
3094,209803.92156862744,3.9318256327243257,СВАО,р-н Марьина роща,False,False,12,True,False,True,False,False,True,False,44.0,0.6058823529411764,0.19215686274509805
3095,202777.77777777778,3.9889840465642745,СЗАО,р-н Хорошево-Мневники,False,False,19,True,False,False,False,False,True,True,44.0,0.6296296296296297,0.18518518518518517
3096,200736.64825046042,3.9945242269398897,САО,р-н Войковский,True,False,15,True,False,False,False,False,False,True,,0.4972375690607735,0.22099447513812157
3097,213725.49019607843,3.9318256327243257,ЗАО,р-н Крылатское,False,False,8,True,False,True,False,True,True,True,35.0,0.6078431372549019,0.16470588235294117
3098,232978.72340425532,3.8501476017100584,ЮЗАО,р-н Академический,False,False,3,False,True,True,False,True,True,True,47.0,,
3099,234042.55319148937,3.8501476017100584,ВАО,р-н Преображенское,False,False,10,True,False,True,False,True,True,True,49.0,0.574468085106383,0.14893617021276595
3100,211026.61596958173,3.9627161197436642,ЮАО,р-н Даниловский,False,False,1,True,False,True,False,False,False,True,30.0,0.6235741444866919,0.17680608365019013
3101,230000.0,3.912023005428146,ВАО,р-н Соколиная гора,False,False,10,True,False,False,False,True,True,True,25.0,0.58,0.22
3102,234693.8775510204,3.8918202981106265,НАО (Новомосковский),Внуковское поселение,False,False,21,True,False,False,False,False,False,True,2.0,0.6122448979591837,
3103,229807.6923076923,3.9512437185814275,ЮАО,р-н Чертаново Южное,False,False,1,False,True,False,False,True,False,True,48.0,,
3104,238000.0,3.912023005428146,САО,р-н Головинский,False,False,7,True,False,True,False,True,True,True,51.0,0.68,0.12
3105,228937.72893772894,4.000033882750859,ЗАО,р-н Тропарево-Никулино,False,False,12,True,False,True,False,True,False,True,38.0,0.6043956043956044,0.17216117216117216
3106,234901.96078431373,3.9318256327243257,ЮЗАО,р-н Коньково,False,False,3,True,False,True,False,True,True,True,34.0,0.6078431372549019,0.19607843137254902
3107,267782.4267782427,3.86702563949741,ВАО,р-н Восточное Измайлово,False,False,3,False,True,False,False,True,False,True,13.0,0.44979079497907953,0.198744769874477
3108,258764.94023904382,3.9160150266976834,СВАО,р-н Останкинский,False,False,9,True,False,True,False,True,True,True,39.0,0.597609561752988,0.1792828685258964
3109,292735.04273504275,3.845883202923601,ЮАО,р-н Даниловский,False,False,10,True,False,False,False,False,True,True,,,
3110,286170.21276595746,3.8501476017100584,САО,р-н Хорошевский,False,False,4,False,True,False,False,True,True,True,3.0,,
3111,259259.25925925927,3.9889840465642745,СЗАО,р-н Строгино,False,False,8,True,False,True,False,True,False,True,40.0,0.7407407407407407,0.12962962962962962
3112,261194.02985074627,3.9815490680767565,ЮЗАО,р-н Обручевский,False,False,20,True,False,False,False,True,True,True,10.0,0.44776119402985076,0.2798507462686567
3113,284313.7254901961,3.9318256327243257,СЗАО,р-н Хорошево-Мневники,False,False,7,False,True,False,False,False,True,True,14.0,0.47058823529411764,0.17647058823529413
3114,280813.9534883721,3.9435216724875173,ЗАО,р-н Проспект Вернадского,False,False,3,False,True,True,False,True,False,True,3.0,0.5717054263565892,0.17054263565891473
3115,308262.71186440677,3.8543938925915096,СЗАО,р-н Хорошево-Мневники,False,False,5,False,True,False,False,True,True,False,,0.3877118644067796,0.31144067796610164
3116,310416.6666666667,3.871201010907891,ЗАО,р-н Кунцево,False,False,4,False,True,False,False,True,False,False,1.0,,
3117,288973.38403041824,3.9627161197436642,ЦАО,р-н Пресненский,False,False,5,True,False,False,False,False,False,True,,,
3118,294117.64705882355,3.9318256327243257,ЦАО,р-н Замоскворечье,False,False,10,False,True,False,False,True,False,True,57.0,0.5882352941176471,0.1568627450980392
3119,315384.6153846154,3.9512437185814275,САО,р-н Хорошевский,False,False,17,True,False,False,False,False,True,False,3.0,,0.19230769230769232
3120,347500.0,3.828641396489095,ЦАО,р-н Таганский,False,False,7,True,False,True,False,False,False,True,69.0,0.5869565217391305,0.13043478260869565
3121,340681.3627254509,3.910021002757473,ЦАО,р-н Пресненский,False,False,7,True,False,False,False,False,False,False,2.0,0.40681362725450904,0.2745490981963928
3122,334782.60869565216,3.828641396489095,ЦАО,р-н Пресненский,False,False,10,True,False,False,False,False,True,True,2.0,0.5652173913043478,0.21739130434782608
3123,348406.374501992,3.9160150266976834,ЗАО,р-н Раменки,False,False,14,True,False,False,False,False,False,True,,0.4581673306772908,0.250996015936255
3124,314545.45454545453,4.007333185232471,ЗАО,р-н Дорогомилово,False,False,1,True,False,True,False,True,True,True,,,0.14545454545454545
3125,359800.0,3.912023005428146,ЦАО,р-н Пресненский,False,False,,False,False,False,False,False,False,True,2.0,0.44,0.20800000000000002
3126,362000.0,3.912023005428146,ЦАО,р-н Пресненский,False,False,11,True,False,False,False,False,False,True,2.0,,
3127,338181.8181818182,4.007333185232471,ЦАО,р-н Арбат,False,False,,False,False,True,False,True,True,True,52.0,0.6363636363636364,0.14545454545454545
3128,349622.641509434,3.970291913552122,САО,р-н Хорошевский,False,False,17,True,False,False,False,False,False,False,3.0,,
3129,368627.45098039217,3.9318256327243257,ЗАО,р-н Дорогомилово,False,False,3,True,False,False,False,True,True,True,87.0,0.6274509803921569,0.14705882352941177
3130,374000.0,3.912023005428146,САО,р-н Беговой,False,False,10,True,False,False,False,True,True,False,,,
3131,370588.23529411765,3.9318256327243257,СЗАО,р-н Хорошево-Мневники,False,False,37,True,False,False,False,True,False,False,,0.45098039215686275,
3132,370588.23529411765,3.9318256327243257,СЗАО,р-н Хорошево-Мневники,False,False,7,False,True,True,True,True,False,False,,,
3133,364150.9433962264,3.970291913552122,ЦАО,р-н Пресненский,False,False,13,True,False,True,False,True,True,False,,0.4716981132075472,0.4528301886792453
3134,412853.7986805703,3.849934813114724,ЦАО,р-н Пресненский,False,False,9,True,False,False,False,True,False,False,3.0,0.35326665247925093,0.32347307937859116
3135,377169.62264150946,3.970291913552122,ЮЗАО,р-н Гагаринский,False,False,10,True,False,False,False,False,True,True,62.0,,
3136,398000.0,3.912023005428146,ЗАО,р-н Раменки,False,False,7,True,False,False,False,False,True,True,,0.42,0.26
3137,409803.92156862747,3.9318256327243257,САО,р-н Беговой,False,False,10,True,False,False,False,True,False,False,,,
3138,447600.0,3.8501476017100584,ЦАО,р-н Пресненский,False,False,10,True,False,True,False,False,False,True,3.0,,
3139,434343.43434343435,3.901972669574645,ЗАО,р-н Тропарево-Никулино,False,False,10,True,False,False,False,False,True,True,8.0,,
3140,390909.0909090909,4.007333185232471,ЦАО,р-н Басманный,False,False,,False,False,True,False,False,True,True,103.0,0.5818181818181818,0.10909090909090909
3141,405904.05904059036,3.9926809084456005,ЦАО,р-н Пресненский,False,False,10,True,False,True,False,False,False,True,,,
3142,440000.0,3.912023005428146,САО,р-н Беговой,False,False,10,True,False,False,False,False,True,False,,,
3143,489130.4347826087,3.828641396489095,САО,р-н Беговой,False,False,10,True,False,False,False,False,True,False,,,
3144,418181.8181818182,4.007333185232471,ЗАО,р-н Раменки,False,False,4,False,True,False,False,False,True,True,15.0,0.5454545454545454,0.14545454545454545
3145,433962.2641509434,3.970291913552122,ЗАО,р-н Дорогомилово,False,False,1,False,True,False,False,True,True,True,,0.5660377358490566,0.1509433962264151
3146,469184.8906560636,3.9180050771056933,ЦАО,р-н Пресненский,False,False,4,True,False,False,False,False,True,False,,0.6958250497017893,0.11928429423459246
3147,427272.7272727273,4.007333185232471,ЗАО,р-н Раменки,False,False,17,True,False,False,False,True,True,True,15.0,,0.21818181818181817
3148,470000.0,3.912023005428146,САО,р-н Беговой,False,False,10,True,False,False,False,False,True,False,,,
3149,468500.0,3.9435216724875173,ЦАО,р-н Пресненский,False,False,10,True,False,True,False,False,False,True,3.0,,
3150,470000.0,3.9871304779149512,ЦАО,р-н Пресненский,False,False,3,True,False,True,True,False,False,True,,,
3151,512000.0,3.912023005428146,ЦАО,р-н Пресненский,False,False,6,True,False,False,False,False,True,True,,0.4,0.3
3152,470000.0,3.9871304779149512,ЦАО,р-н Пресненский,False,False,3,True,False,True,True,False,False,True,,,
3153,566315.7894736842,3.8607297110405954,ЦАО,р-н Пресненский,False,False,3,True,False,True,True,False,False,True,,,
3154,489814.81481481483,3.9889840465642745,ЦАО,р-н Хамовники,False,False,7,True,False,False,False,False,True,True,81.0,0.2777777777777778,0.5555555555555556
3155,538269.2307692308,3.9512437185814275,ЗАО,р-н Раменки,False,False,7,True,False,False,False,False,True,True,,,
3156,509090.9090909091,4.007333185232471,САО,р-н Беговой,False,False,10,True,False,False,False,False,False,False,,,
3157,587136.9294605809,3.8753590210565547,ЦАО,р-н Пресненский,False,False,3,True,False,True,True,False,False,True,,,
3158,600000.0,3.8501476017100584,ЗАО,р-н Раменки,False,False,10,False,True,True,False,False,False,True,3.0,0.7872340425531915,
3159,545672.1915285451,3.9945242269398897,ЦАО,р-н Пресненский,False,False,3,True,False,True,True,False,False,True,,,
3160,585674.6765249538,3.9908341858524357,ЦАО,р-н Пресненский,False,False,3,True,False,True,True,False,False,True,,,
3161,634615.3846153846,3.9512437185814275,ЦАО,р-н Якиманка,False,False,5,True,False,False,False,True,True,True,19.0,,
3162,718446.6019417476,3.9415818076696905,ЦАО,р-н Басманный,False,True,3,True,False,True,False,False,False,True,6.0,,
3163,196261.68224299065,3.979681653901961,ЮЗАО,р-н Южное Бутово,False,False,9,True,False,True,True,True,True,True,19.0,0.5607476635514018,0.1588785046728972
3164,159074.07407407407,3.9889840465642745,ЮВАО,р-н Люблино,False,True,7,True,False,True,False,True,True,True,36.0,0.5740740740740741,0.14814814814814814
3165,192115.38461538462,3.9512437185814275,ВАО,р-н Измайлово,False,False,5,False,True,False,False,True,True,True,44.0,0.5769230769230769,0.17307692307692307
3166,236363.63636363635,4.007333185232471,САО,р-н Хорошевский,False,False,,False,False,True,False,True,False,True,,0.6727272727272727,0.18181818181818182
3167,314341.84675834974,3.929862923556477,САО,р-н Хорошевский,False,False,7,True,False,True,False,False,True,True,19.0,,0.18664047151277013
3168,191509.43396226416,3.970291913552122,ЮВАО,р-н Марьино,False,False,19,True,False,True,False,True,True,True,19.0,0.5849056603773585,0.18867924528301888
3169,169230.76923076922,3.9512437185814275,ЮВАО,р-н Некрасовка,False,False,5,True,False,True,False,True,False,True,3.0,,0.19230769230769232
3170,228260.86956521738,3.828641396489095,ЮЗАО,р-н Обручевский,False,False,20,True,False,False,False,True,False,True,56.0,0.717391304347826,0.14130434782608695
3171,203636.36363636365,4.007333185232471,ВАО,р-н Сокольники,True,False,6,False,True,True,False,False,True,True,60.0,0.6363636363636364,0.14545454545454545
3172,232692.3076923077,3.9512437185814275,ЗАО,р-н Крылатское,False,False,7,False,True,True,True,True,True,True,3.0,0.4807692307692308,0.28846153846153844
3173,285714.28571428574,3.8918202981106265,ЦАО,р-н Басманный,False,False,5,True,False,False,False,False,False,True,,,
3174,277992.277992278,3.9473901492654373,СВАО,р-н Ростокино,False,False,20,True,False,False,False,True,True,True,,0.45559845559845563,0.19305019305019305
3175,172826.08695652173,3.828641396489095,САО,р-н Ховрино,False,False,10,False,True,True,False,False,True,True,52.0,0.6739130434782609,0.13478260869565217
3176,182683.98268398267,3.832979798087693,САО,р-н Западное Дегунино,False,False,15,True,False,True,False,True,True,True,42.0,0.6580086580086579,0.1212121212121212
3177,170000.0,3.912023005428146,НАО (Новомосковский),Коммунарка поселок,False,False,5,False,True,False,False,True,False,True,5.0,0.4,0.28
3178,221982.75862068965,3.8372994592322094,СВАО,р-н Отрадное,False,False,2,True,False,False,False,True,False,True,44.0,0.6896551724137931,0.15086206896551724
3179,265037.5939849624,3.9740583963475986,ЦАО,р-н Красносельский,False,False,7,True,False,False,False,False,True,True,92.0,0.5883458646616542,0.15225563909774434
3180,217391.30434782608,3.9684033388642534,САО,р-н Западное Дегунино,False,False,3,True,False,True,True,False,True,False,,,
3181,280813.9534883721,3.9435216724875173,ЗАО,р-н Проспект Вернадского,False,False,10,True,False,True,False,True,True,True,3.0,0.5755813953488372,0.16666666666666666
3182,268518.51851851854,3.9889840465642745,ЦАО,р-н Мещанский,False,False,5,True,False,True,False,True,True,True,13.0,0.5740740740740741,0.16666666666666666
3183,335185.18518518517,3.9889840465642745,СЗАО,р-н Хорошево-Мневники,False,False,6,False,True,False,False,False,True,True,2.0,0.6481481481481481,0.12962962962962962
3184,298181.8181818182,4.007333185232471,ЗАО,р-н Фили-Давыдково,False,False,10,True,False,True,False,False,True,True,7.0,0.5818181818181818,0.16363636363636364
3185,107142.85714285713,3.832979798087693,ТАО (Троицкий),Первомайское поселение,False,False,20,False,True,False,False,True,True,False,,0.43506493506493504,0.2597402597402597
3186,81052.63157894737,3.8607297110405954,ТАО (Троицкий),Щаповское поселение,False,False,40,False,True,False,False,False,False,True,47.0,0.6021052631578948,0.12631578947368421
3187,118913.85767790262,3.977810745966149,ЗелАО,р-н Крюково,True,False,40,False,True,True,False,True,True,True,30.0,0.5786516853932584,0.1704119850187266
3188,104600.0,3.912023005428146,НАО (Новомосковский),Филимонковское поселение,False,False,10,False,True,False,False,True,False,False,,0.6,
