,Цена за метр^2,Площадь лог,Округ,Район,Первый этаж,Последний этаж,Расстояние до метро (ед),Расстояние указано пешком,Расстояние указано на транспорте,Указан раздельный санузел,Несколько санузлов,Балкон указан,Окна во двор,Наличие ремонта,Возраст дома,Доля жилой площади,Доля куханной площади
69,140969.16299559473,3.122364924487357,НАО (Новомосковский),Сосенское поселение,False,False,1,False,True,True,False,False,False,False,,,
70,116666.66666666667,3.4011973816621555,НАО (Новомосковский),Филимонковское поселение,False,False,15,False,True,False,False,True,False,False,,,
71,232638.88888888888,2.667228206581955,ВАО,р-н Вешняки,True,False,10,True,False,False,False,False,True,True,,0.625,0.1388888888888889
72,200000.0,2.9338568698359038,СВАО,р-н Ярославский,False,False,7,False,True,False,False,False,False,True,,0.5585106382978723,0.10638297872340426
73,200000.0,2.928523523860541,СВАО,р-н Ярославский,False,False,7,False,True,False,False,False,False,True,,0.5668449197860963,0.10695187165775401
74,271241.8300653595,2.72785282839839,СЗАО,р-н Хорошево-Мневники,False,False,2,True,False,False,False,False,False,True,,0.6535947712418301,0.19607843137254902
75,138989.16967509026,3.3214324131932926,НАО (Новомосковский),Филимонковское поселение,True,False,25,False,True,False,False,True,False,True,,0.6859205776173285,0.1444043321299639
76,185185.1851851852,3.295836866004329,НАО (Новомосковский),Коммунарка поселок,False,False,1,False,True,False,False,False,False,False,,0.42592592592592593,
77,263157.8947368421,2.9444389791664403,ЦАО,р-н Таганский,True,False,20,True,False,False,False,False,True,False,,0.6842105263157895,0.2631578947368421
78,250000.0,3.091042453358316,НАО (Новомосковский),Сосенское поселение,False,False,20,True,False,False,False,False,True,True,2.0,0.6363636363636364,0.22727272727272727
79,337000.0,2.772588722239781,ЦАО,р-н Басманный,False,False,,False,False,False,False,False,True,True,,,
80,164705.88235294117,3.5263605246161616,НАО (Новомосковский),Десеновское поселение,False,False,15,False,True,True,False,True,False,True,6.0,,
81,172413.7931034483,3.462606009790799,НАО (Новомосковский),Коммунарка поселок,False,False,1,False,True,False,False,False,False,False,2.0,,0.33855799373040757
82,169696.9696969697,3.4965075614664802,СВАО,р-н Ярославский,False,False,10,False,True,False,False,False,False,True,51.0,0.5757575757575758,0.18181818181818182
83,256818.18181818182,3.091042453358316,НАО (Новомосковский),Коммунарка поселок,False,False,1,False,True,True,False,True,False,True,,,
84,280714.28571428574,3.044522437723423,НАО (Новомосковский),Сосенское поселение,False,False,8,True,False,False,False,False,False,True,,0.7619047619047619,
85,165714.25714285715,3.5553480614894135,ЮАО,р-н Бирюлево Восточное,False,False,10,False,True,False,False,False,True,True,44.0,0.5485714285714286,0.2857142857142857
86,225000.0,3.258096538021482,НАО (Новомосковский),Сосенское поселение,False,False,20,True,False,False,False,False,True,True,,0.6538461538461539,0.15384615384615385
87,181114.55108359136,3.475067230228611,ЮАО,р-н Чертаново Южное,False,False,10,True,False,False,False,False,True,True,49.0,0.5789473684210527,0.19195046439628485
88,170588.20588235295,3.5263605246161616,ЮВАО,р-н Нижегородский,False,False,8,True,False,True,False,True,True,True,55.0,0.5588235294117647,0.23529411764705882
89,249583.33333333334,3.1780538303479458,НАО (Новомосковский),Коммунарка поселок,False,False,18,True,False,False,False,False,False,True,,0.5833333333333334,0.25
90,171511.62790697676,3.5380565643793527,ЗелАО,р-н Крюково,False,False,1,False,True,True,False,True,False,True,2.0,0.4593023255813954,0.22674418604651164
91,184049.07975460123,3.484312288372662,САО,р-н Дмитровский,False,False,15,False,True,True,False,True,False,True,54.0,,
92,171428.57142857142,3.5553480614894135,ВАО,р-н Северное Измайлово,False,False,15,True,False,False,False,True,True,True,42.0,0.5142857142857142,0.2
93,276818.1818181818,3.091042453358316,ЮАО,р-н Нагорный,False,False,,False,False,False,False,False,True,True,47.0,0.6363636363636364,
94,187500.0,3.5145260669691587,ЮВАО,р-н Выхино-Жулебино,False,False,4,False,True,True,False,False,False,True,52.0,0.5476190476190476,0.1994047619047619
95,199968.75,3.4657359027997265,НАО (Новомосковский),Сосенское поселение,False,False,5,True,False,False,False,False,False,True,,,
96,198170.73170731709,3.490428515390098,ВАО,р-н Ивановское,False,False,1,False,True,False,False,True,False,True,50.0,0.5762195121951219,0.24390243902439027
97,198776.75840978592,3.487375077903208,ЮЗАО,р-н Ясенево,False,False,,False,False,True,True,False,True,True,43.0,0.5718654434250764,
98,278969.957081545,3.1484533605716547,ЮАО,р-н Донской,False,False,16,True,False,False,False,False,False,True,56.0,0.6866952789699571,0.17167381974248927
99,219000.0,3.4011973816621555,ВАО,р-н Измайлово,True,False,8,True,False,False,False,False,True,True,61.0,0.7,0.2
100,212870.96774193548,3.4339872044851463,ЮАО,р-н Чертаново Южное,False,False,5,True,False,False,False,True,False,True,49.0,0.5161290322580645,0.2032258064516129
101,233379.5975017349,3.361069590571376,ЮВАО,р-н Рязанский,False,False,18,True,False,False,False,True,True,False,,0.4337265787647467,0.2081887578070784
102,203030.30303030304,3.4965075614664802,НАО (Новомосковский),Внуковское поселение,False,False,6,False,True,False,False,True,True,True,5.0,0.48484848484848486,0.24242424242424243
103,223333.33333333334,3.4011973816621555,ЮАО,р-н Царицыно,True,False,1,False,True,False,False,False,False,True,54.0,0.6,0.18333333333333332
104,212187.5,3.4657359027997265,ЮВАО,р-н Люблино,False,False,10,True,False,False,False,True,True,True,1.0,0.4375,0.3125
105,207575.75757575757,3.4965075614664802,ЮАО,р-н Чертаново Южное,False,False,10,True,False,False,False,True,False,True,48.0,0.5454545454545454,0.21212121212121213
106,207575.75757575757,3.4965075614664802,НАО (Новомосковский),Сосенское поселение,False,False,6,True,False,False,False,True,False,True,,0.4303030303030303,0.30303030303030304
107,278947.36842105264,3.2068032436339315,ЦАО,р-н Тверской,False,False,1,False,True,True,False,True,False,False,,,
108,204142.01183431954,3.520460802488973,НАО (Новомосковский),Щербинка,False,False,1,False,True,True,False,True,False,True,,0.42603550295857995,0.2869822485207101
109,197142.85714285713,3.5553480614894135,ЮАО,р-н Орехово-Борисово Южное,False,False,3,True,False,False,False,True,False,True,36.0,0.5428571428571428,0.2857142857142857
110,225806.4193548387,3.4339872044851463,ВАО,р-н Восточное Измайлово,False,False,5,False,True,False,False,False,False,True,84.0,0.6451612903225806,0.1935483870967742
111,199428.57142857142,3.5553480614894135,САО,р-н Коптево,False,False,4,False,True,False,False,True,True,True,52.0,0.5428571428571428,0.2857142857142857
112,259259.25925925927,3.295836866004329,ЗАО,р-н Фили-Давыдково,False,False,21,True,False,True,False,True,False,True,60.0,0.6666666666666666,0.2222222222222222
113,202312.13872832368,3.543853682063679,ВАО,р-н Гольяново,False,False,1,False,True,False,False,True,False,True,47.0,,
114,291666.6666666667,3.1780538303479458,СЗАО,р-н Хорошево-Мневники,False,False,7,True,False,False,False,False,False,True,5.0,0.625,0.125
115,202571.42857142858,3.5553480614894135,ВАО,р-н Преображенское,True,False,3,True,False,False,False,False,True,True,53.0,0.5714285714285714,0.2857142857142857
116,201428.57142857142,3.5553480614894135,ЮАО,р-н Чертаново Южное,False,False,14,True,False,True,False,True,False,True,48.0,0.6,0.21428571428571427
117,246575.34246575343,3.374168709274236,СВАО,р-н Северный,False,False,4,False,True,False,False,True,False,True,,0.684931506849315,0.2397260273972603
118,220552.14723926378,3.484312288372662,СВАО,р-н Отрадное,False,False,2,False,True,True,False,False,False,True,45.0,0.5122699386503067,0.20552147239263804
119,218562.874251497,3.5085558999826545,ЮЗАО,р-н Коньково,False,False,6,False,True,False,False,False,True,False,,,
120,205714.2857142857,3.5553480614894135,ЮВАО,р-н Текстильщики,False,False,14,True,False,False,False,True,False,True,33.0,0.5571428571428572,0.2742857142857143
121,214257.14285714287,3.5553480614894135,СВАО,р-н Северное Медведково,False,False,9,True,False,False,False,True,False,True,43.0,0.6,0.2
122,231093.75,3.4657359027997265,НАО (Новомосковский),Сосенское поселение,False,False,7,True,False,False,False,True,True,True,,0.5625,0.28125
123,233750.0,3.4657359027997265,СЗАО,р-н Хорошево-Мневники,False,False,3,False,True,False,False,True,True,True,58.0,0.625,0.1875
124,218390.80459770118,3.5496173867804286,САО,р-н Дмитровский,False,False,18,True,False,False,False,True,True,False,2.0,0.38505747126436785,0.3419540229885058
125,338130.4347826087,3.1354942159291497,ЦАО,р-н Басманный,False,False,5,True,False,True,True,False,True,True,,,
126,236363.63636363635,3.4965075614664802,ЮЗАО,р-н Черемушки,False,True,1,False,True,False,False,False,False,True,57.0,0.696969696969697,0.18181818181818182
127,238601.8237082067,3.493472657771326,ЮАО,р-н Даниловский,False,False,15,True,False,False,False,True,True,True,57.0,0.668693009118541,0.182370820668693
128,224285.7142857143,3.5553480614894135,САО,р-н Коптево,True,False,22,True,False,False,False,False,False,True,60.0,0.5714285714285714,0.2571428571428571
129,238670.69486404833,3.4995332823830174,САО,р-н Тимирязевский,False,False,4,True,False,False,False,True,False,True,55.0,0.5740181268882175,0.17220543806646527
130,285357.14285714284,3.332204510175204,ЮЗАО,р-н Котловка,False,True,15,True,False,False,False,True,True,True,60.0,0.6428571428571429,0.21428571428571427
131,236686.3905325444,3.520460802488973,САО,р-н Головинский,False,False,3,False,True,False,False,True,True,True,54.0,0.6094674556213019,0.14792899408284024
132,246969.69696969696,3.4965075614664802,СВАО,р-н Бутырский,False,True,15,True,False,False,False,True,True,True,53.0,0.5454545454545454,0.30303030303030304
